Token;accord
la;
maison;
on;
emballait;
les;
glaces;
0;
la;
"
";
vaisselle;
0;
je;
me;
promenais;
triste;
et;
seul;
dans;
ma;
chere;
fabrique;
.;
Je;
"
";
n';
avais;
plus;
le;
ceur;
a;
jouer;
0;
vous;
pensez;
...;
ohl;
non;
...;
J';
allais;
m';
asseoir;
"
";
dans;
tous;
les;
coins;
0;
et;
regardant;
les;
objets;
autour;
de;
moi;
0;
je;
leur;
parlais;
"
";
comme;
 ;
des;
personnes;
";";
je;
disais;
aux;
platanes;
:;
 ;
Adieu;
0;
mes;
chers;
"
";
amisln;
et;
aux;
bassins;
:;
 ;
C';
est;
fini;
0;
nous;
ne;
nous;
verrons;
plusln;
Il;
y;
"
";
avait;
dans;
le;
fond;
du;
jardin;
un;
grand;
grenadier;
dont;
les;
belles;
fleurs;
"
";
rouges;
s';
epanouissaient;
au;
soleil;
.;
e;
lui;
dis;
en;
sanglotant;
:;
Donne;
-moi;
"
";
une;
de;
tes;
fleurs.n;
Il;
me;
la;
donna;
.;
e;
la;
mis;
dans;
ma;
poitrine;
0;
en;
souvenir;
"
";
de;
lui;
.;
J';
etais;
tres;
malheureux;
.;
"
";
Pourtant;
0;
au;
milieu;
de;
cette;
grande;
douleur;
0;
deux;
chosces;
me;
faisaient;
"
";
sourire;
:;
d';
abord;
la;
pensee;
de;
monter;
sur;
un;
navire;
0;
puis;
la;
permission;
"
";
qu';
on;
m';
avait;
donnee;
d';
emporter;
mon;
perroquet;
avec;
moi;
.;
Je;
me;
"
";
disais;
que;
Robinson;PER
avait;
quitte;
son;
ile;
dans;
des;
conditions;
a;
peu;
pres;
"
";
semblables;
0;
et;
cela;
me;
donnait;
du;
courage;
.;
"
";
Enfin;
0;
le;
jour;
du;
dpart;
arriva;
.;
MI;PER
.;PER
Eyssette;PER
etait;
deja;
a;
Lyon;LOC
depuis;
"
";
une;
semaine;
.;
Il;
avait;
pris;
les;
devants;
avec;
les;
gros;
meubles;
.;
Je;
partis;
"
";
donc;
en;
compagnie;
de;
acques;
0;
de;
ma;
mere;
et;
de;
la;PER
vieille;PER
Annou;PER
.;
"
";
Mon;
grand;
frere;
l';
abbe;
ne;
partait;
pas;
0;
mis;
il;
nous;
accompagna;
"
";
jusqu';
a;
la;
diligence;
de;
Beaucaire;LOC
0;
et;
aussi;
le;
concierge;PER
Colombe;PER
nous;
"
";
accompagna;
.;
C';
est;
lui;
qui;
marchait;
devant;
en;
poussant;
une;
enorme;
"
";
brouette;
chargee;
de;
malles;
.;
Derriere;
venait;
mon;
frere;
l';
abbe;
0;
donnant;
"
";
le;
bras;
a;
Me;PER
Eyssette;PER
.;
"
";
MIon;
pauvre;
abbe;
0;
que;
je;
ne;
devais;
plus;
revoirl;
"
";
La;PER
vieille;PER
Annou;PER
marchait;
ensuite;
0;
flanquee;
d';
un;
enorme;
parapluic;
"
";
bleu;
et;
de;
Jacques;PER
0;
qui;
etait;
bien;
content;
d';
aller;
a;
Lyon;LOC
0;
mais;
qui;
"
";
sanglotait;
tout;
de;
meme;
...;
Enfin;
0;
ha;
la;
queue;
de;
la;
colonne;
venait;
"
";
Daniel;PER
Eyssette;PER
0;
portant;
gravement;
la;
cage;
du;
perroquet;
et;
se;
retour-;
"
";
nant;
a;
chaque;
pas;
du;
cote;
de;
sa;
chere;
fabrique;
.;
LE;
PETIT;
CHIOSE;
"
";
A;
mesure;
que;
la;
caravane;
s';
eloignait;
0;
l';
arbre;
aux;
grenades;
se;
"
";
haussait;
tant;
qu';
il;
pouvait;
par;
-0;
dessus;
les;
murs;
du;
jardin;
pour;
la;
voir;
"
";
encore;
une;
fois;
...;
Les;
platanes;
agitaient;
leurs;
branches;
en;
signe;
"
";
d';
adieu;
...;
Daniel;PER
Eyssette;PER
0;
tres;
emu;
0;
leur;
envoyait;
des;
baisers;
a;
tous;
0;
"
";
furtivement;
et;
du;
bout;
des;
doigts;
.;
"
";
Ie;
quittai;
mon;
ile;
le;
go;
septembre;
8;
...;
LES;
BABAROTTES;
(;
);
"
";
O;
choses;
de;
mon;
enfance;
0;
quelle;
impression;
vous;
m';
avez;
laisseel;
"
";
Il;
me;
semble;
que;
c';
est;
hier;
0;
ce;
voyage;
sur;
le;
Rh6ne;LOC
.;
Je;
vois;
encore;
le;
"
";
bateau;
0;
ses;
passagers;
0;
son;
equipage;
";";
j';
entends;
le;
bruit;
des;
roues;
et;
le;
"
";
sifflet;
de;
la;
machine;
.;
Le;
capitaine;
s';
appelait;
Genies;PER
0;
le;
maftre;
coq;
"
";
Montelimart;PER
.;
On;
n';
oublie;
pas;
ces;
choses;
-0;
la;
.;
"
";
La;
traversee;
dura;
trois;
jours;
.;
Je;
passai;
ces;
trois;
jours;
sur;
le;
pont;
0;
"
";
descendant;
au;
salon;
juste;
pour;
manger;
et;
dormir;
.;
Le;
reste;
du;
temps;
0;
"
";
j';
allais;
me;
mettre;
a;
la;
pointe;
extreme;
du;
navire;
0;
pres;
de;
l';
ancre;
.;
Il;
y;
"
";
avait;
la;
une;
grosse;
cloche;
qu';
on;
sonnait;
en;
entrant;
dans;
les;
villes;
:;
"
";
je;
m';
asseyais;
a;
cote;
de;
cette;
cloche;
0;
parmi;
des;
tas;
de;
cordes;
";";
je;
posais;
"
";
la;
cage;
du;
perroquet;
entre;
mes;
jambes;
et;
je;
regardais;
.;
Le;LOC
Rhone;LOC
etait;
"
";
si;
large;
qu';
on;
voyait;
a;
peine;
ses;
rives;
.;
Moi;
0;
je;
l';
aurais;
voulu;
encore;
"
";
plus;
large;
0;
et;
qu';
il;
se;
ft;
appele;
:;
la;
merl;
Le;
ciel;
riait;
0;
l';
onde;
etait;
"
";
verte;
.;
De;
grandes;
barques;
descendaient;
au;
fil;
de;
l';
eau;
.;
Des;
mariniers;
0;
"
";
gueant;
le;
fleuve;
a;
dos;
de;
mules;
0;
passaient;
pres;
de;
nous;
en;
chantant;
.;
"
";
Parfois;
0;
le;
bateau;
longeait;
quelque;
ile;
bien;
touffue;
0;
couverte;
de;
joncs;
"
";
(;
r;
);
Nom;
donne;
dans;
le;
Midi;LOC
a;
ces;
gros;
insectes;
noirs;
que;
1'Academie;
appelle;
des;
"
 ";
blttes;
et;
les;
gens;
du;
Nord;LOC
des;
s;
cafards;
0;
LE;
PETIT;
CHOSE;
"
";
et;
de;
saules;
.;
Ohl;
une;
ile;
deserteln;
me;
disais;
-je;
dans;
moi;
-0;
meme;
";";
et;
"
";
je;
la;
devorais;
des;
yeux;
...;
"
";
Vers;
la;
fin;
du;
troisieme;
jour;
0;
je;
crus;
que;
nous;
allions;
avoir;
un;
"
";
grain;
.;
Le;
ciel;
s';
etait;
assombri;
subitement;
";";
un;
brouillard;
epais;
dansait;
"
";
sur;
le;
fleuve;
";";
ha;
l';
avant;
du;
navire;
on;
avait;
allume;
une;
grosse;
lanterne;
0;
"
";
et;
0;
ma;
foi;
0;
en;
presence;
de;
tous;
ces;
symptomes;
0;
je;
commencais;
a;
etre;
"
";
emu;
...;
A;
ce;
moment;
0;
quelqu';
un;
dit;
pres;
de;
moi;
:;
aVoila;
Lyon;LOC
ln;
En;
"
";
meme;
temps;
la;
grosse;
cloche;
se;
mit;
a;
sonner;
.;
C';
etait;
Lyon;LOC
.;
"
";
Confusement;
0;
dans;
le;
brouillard;
0;
je;
vis;
des;
lumieres;
briller;
sur;
l';
une;
"
";
et;
sur;
l';
autre;
rive;
";";
nous;
passames;
sous;
un;
pont;
0;
puis;
sous;
un;
autre;
.;
"
";
A;
chaque;
fois;
l';
enorme;
tuyau;
de;
la;
machine;
se;
courbait;
en;
deux;
et;
"
";
crachait;
des;
torrents;
d';
une;
fumee;
noire;
qui;
faisait;
tousser;
...;
Sur;
le;
"
";
bateau;
0;
c';
etait;
un;
remue;
-0;
menage;
effroyable;
.;
Les;
passagers;
cherchaient;
"
";
leurs;
malles;
";";
les;
matelots;
juraient;
en;
roulant;
des;
tonneaux;
dans;
"
";
1'ombre;
.;
Il;
pleuvait;
..;
"
";
e;
me;
hatai;
de;
rejoindre;
ma;
mere;
0;
Jacques;PER
et;
la;PER
vieille;PER
Annou;PER
qui;
"
";
etaient;
a;
l';
autre;
bout;
du;
bateau;
0;
et;
nous;
voila;
tous;
les;
quatre;
0;
serres;
"
";
les;
uns;
contre;
les;
autres;
0;
sous;
le;
grand;
parapluie;
d';
Annou;PER
0;
tandis;
quc;
"
";
le;
bateau;
se;
rangeait;
au;
long;
des;
quais;
et;
que;
le;
debarquement;
com-;
"
";
mencait;
.;
"
";
En;
verite;
0;
si;
M.;PER
Eyssette;PER
n';
etait;
pas;
venu;
nous;
tirer;
de;
l;
0;
je;
crois;
"
";
que;
nous;
n';
en;
serions;
jamais;
sortis;
.;
Il;
arriva;
vers;
nous;
0;
a;
tatons;
0;
en;
"
";
criant;
:;
a;
Qui;
vivel;
qui;
viveln;
A;
ce;
a;
qui;
viveln;
bien;
connu;
0;
nous;
repon-;
"
";
dimes;
:;
 ;
amis.n;
tous;
les;
quatre;
a;
la;
fois;
avec;
un;
bonheur;
0;
un;
soulage-;
"
";
ment;
inexprimable;
...;
M.;PER
Eyssette;PER
nous;
embrassa;
lestement;
0;
prit;
mon;
"
";
frere;
d';
une;
nain;
0;
moi;
de;
l';
autre;
0;
dit;
aux;
femmes;
:;
Suivez;
-0;
moilo;
et;
"
";
en;
route;
...;
Ahl;
c';
etait;
un;
homme;
.;
"
";
Nous;
avancions;
avec;
peine;
";";
il;
faisait;
nuit;
0;
le;
pont;
glissait;
.;
A;
chaque;
"
";
pas;
0;
on;
se;
heurtait;
contre;
des;
caisses;
...;
Tout;
a;
coup;
0;
du;
bout;
du;
navire;
0;
"
";
une;
voix;
stridente;
0;
eploree;
0;
arrive;
jusqu';
a;
nous;
:;
aRobinson;PER
l;
Robinsonl;PER
"
";
disait;
la;
voix;
.;
"
";
-0;
Ahl;
mon;
Dieul;MISC
m';
ecriai;
-je;
";";
et;
j';
essayai;
de;
degager;
ma;
main;
de;
"
";
celle;
de;
mon;
pere;
";";
lui;
croyant;
que;
j';
avais;
glisse;
0;
me;
serra;
plus;
fort;
.;
"
";
La;
voix;
reprit;
0;
plus;
stridente;
encore;
0;
et;
plus;
eploree;
:;
 ;
Robinsonl;PER
"
";
mon;
pauvre;
Robinsonl;PER
e;
fis;
un;
nouvel;
effort;
pour;
degager;
ma;
main;
.;
"
 ";
Mon;
perroquet;
0;
criai;
-je;
0;
mon;
perroquet.n;
"
";
-0;
Il;
parle;
donc;
maintenant;
dit;
acques;PER
.;
"
";
S';
il;
parlait;
0;
je;
crois;
bien;
";";
on;
l';
entendait;
d';
une;
lieue;
.;
Dans;
monLES;
BABAROTTES;
"
";
I3;
"
";
trouble;
0;
je;
l';
avais;
oublie;
0;
la;
-0;
bas;
0;
tout;
au;
bout;
du;
navire;
0;
pres;
de;
l';
ancre;
0;
"
";
et;
c';
est;
de;
la;
qu';
il;
m';
appelait;
0;
en;
criant;
de;
toutes;
ses;
forces;
:;
 ;
Robinsonl;PER
"
";
Robinsonl;PER
mon;
pauvre;
Robinsonln;PER
"
";
Malheureusement;
nous;
etions;
loin;
";";
le;
capitaine;
criait;
:;
a;
Depe-;
"
";
chons;
-nous;
.;
"
";
--;
Nous;
viendrons;
le;
chercher;
demain;
0;
dit;
M.;PER
Eyssette;PER
";";
sur;
les;
"
";
bateaux;
0;
rien;
ne;
s';
egare;
.;
Et;
la;
-0;
dessus;
0;
malgre;
mes;
larmes;
0;
il;
m';
entraina;
.;
"
";
Pecairel;
le;
lendemain;
on;
l';
envoya;
chercher;
et;
on;
ne;
le;
trouva;
pas;
...;
"
";
Jugez;
de;
mon;
desespoir;
:;
plus;
de;
Vendredil;PER
plus;
de;
perroquetl;
"
";
Robinson;PER
n';
etait;
plus;
possible;
.;
Le;
moyen;
0;
d';
ailleurs;
0;
avec;
la;
meilleure;
"
";
volonte;
du;
monde;
0;
de;
se;
forger;
une;
fle;
deserte;
0;
a;
un;
quatrieme;
etage;
"
";
dans;
une;
maison;
sale;
et;
humide;
0;
rue;LOC
Lanterne;LOC
?;
"
";
Ohl;
l';
horrible;
maisonl;
Je;
la;
verrai;
toute;
ma;
vie;
:;
l';
escalier;
etait;
"
";
gluant;
";";
la;
cour;
ressemblait;
a;
un;
puits;
";";
le;
concierge;
0;
un;
cordonnier;
0;
"
";
avait;
son;
echope;
contre;
la;
pompe;
...;
C';
etait;
hideux;
.;
"
";
Le;
soir;
de;
notre;
arrivee;
0;
la;PER
vieille;PER
Annou;PER
0;
en;
s';
installant;
dans;
sa;
"
";
cuisine;
0;
poussa;
un;
cri;
de;
detresse;
:;
"
";
Les;
babarottesl;
les;
babarottesl;
"
";
Nous;
accourmes;
.;
Quel;
spectaclel;
...;
La;
cuisine;
etait;
pleine;
de;
"
";
ces;
vilaines;
betes;
";";
il;
y;
en;
avait;
sur;
la;
credence;
0;
au;
long;
des;
murs;
0;
dans;
"
";
les;
tiroirs;
0;
sur;
la;
cheminee;
0;
dans;
le;
buffet;
0;
partout;
.;
Sans;
le;
vouloir;
0;
"
";
on;
en;
ecrasait;
.;
Pouahl;
Annou;PER
en;
avait;
dejh;
tue;
beaucoup;
";";
mais;
plus;
"
";
elle;
en;
tuait;
0;
plus;
il;
en;
venait;
.;
Elles;
arrivaient;
par;
le;
trou;
de;
l';
evier;
0;
"
";
on;
boucha;
le;
trou;
de;
l';
evier;
";";
mais;
le;
lendemain;
soir;
elles;
revinrent;
"
";
par;
un;
autre;
endroit;
0;
on;
ne;
sait;
d';
o.;
Il;
fallut;
avoir;
un;
chat;
expres;
"
";
pour;
les;
tuer;
0;
et;
toutes;
les;
nuits;
c';
etait;
dans;
la;
cuisine;
une;
effroyable;
"
";
boucherie;
.;
"
";
Les;
babarottes;
me;
firent;
hair;
Lyon;LOC
des;
le;
premier;
soir;
.;
Le;
lende-;
"
";
main;
0;
ce;
fut;
bien;
pis;
.;
Il;
fallait;
prendre;
des;
habitudes;
nouvelles;
";";
les;
"
";
heures;
des;
repas;
etaient;
changees;
...;
Les;
pains;
n';
avaient;
pas;
la;
meme;
"
";
forme;
que;
chez;
nous;
.;
On;
les;
appelait;
des;
couronnes;
n.;
En;
voila;
un;
"
";
noml;
"
";
Chez;
les;
bouchers;
0;
quand;
la;PER
vieille;PER
Annou;PER
demandait;
une;
carbonade;
0;
"
";
l';
etalier;
lui;
riait;
au;
nez;
";";
il;
ne;
savait;
pas;
ce;
que;
c';
etait;
une;
 ;
carbonaden;
"
";
ce;
sauvagel;
...;
Ahl;
je;
me;
suis;
bien;
ennuye;
.;
"
";
Le;
dimanche;
0;
pour;
nous;
egayer;
un;
peu;
0;
nous;
allions;
nous;
promener;
"
";
en;
famille;
sur;
les;
quais;
du;
Rhone;LOC
0;
avec;
des;
parapluies;
.;
Instinctivement;
"
";
nous;
nous;
dirigions;
toujours;
vers;
le;
Midi;LOC
0;
du;
c6te;
de;
Perrache;LOC
.;
aIlLE;
PETIT;
CHOSE;
"
";
me;
semble;
que;
cela;
nous;
rapproche;
du;
pays;
0;
disait;
ma;
mere;
0;
qui;
"
";
languissait;
encore;
plus;
que;
moi;
...;
Ces;
promenades;
de;
famille;
etaient;
"
";
lugubres;
.;
M.;PER
Eyssette;PER
grondait;
0;
Jacques;PER
pleurait;
tout;
le;
temps;
0;
moi;
"
";
je;
me;
tenais;
toujours;
derriere;
";";
je;
ne;
sais;
pas;
pourquoi;
0;
j';
avais;
honte;
"
";
d';
etre;
dans;
la;
rue;
0;
sans;
doute;
parce;
que;
nous;
etions;
pauvres;
.;
"
";
Au;
bout;
d';
un;
mois;
0;
la;PER
vieille;PER
Annou;PER
tomba;
malade;
.;
Les;
brouillards;
"
";
la;
tuaient;
";";
on;
dut;
la;
renvoyer;
dans;
le;LOC
Midi;LOC
.;
Cette;
pauvre;
fille;
0;
qui;
"
";
aimait;
ma;
mere;
a;
la;
passion;
0;
ne;
pouvait;
pas;
se;
decider;
a;
nous;
quitter;
.;
"
";
Elle;
suppliait;
qu';
on;
la;
gardat;
0;
promettant;
de;
ne;
pas;
mourir;
.;
Il;
fallut;
"
";
l';
embarquer;
de;
force;
.;
Arrivee;
dans;
le;LOC
Midi;LOC
0;
elle;
s';
y;
maria;
de;
desespoir;
.;
"
";
Annou;PER
partie;
0;
on;
ne;
prit;
pas;
de;
nouvelle;
bonne;
0;
ce;
qui;
me;
parut;
"
";
le;
comble;
de;
la;
misere;
...;
La;
femme;
du;
concierge;
montait;
faire;
le;
gros;
"
";
ouvrage;
";";
ma;
mere;
0;
au;
feu;
des;
fourneaux;
0;
calcinait;
ses;
belles;
mains;
"
";
blanches;
que;
j';
aimais;
tant;
a;
embrasser;
";";
quant;
aux;
provisions;
0;
c';
est;
"
";
Iacques;PER
qui;
les;
faisait;
.;
On;
lui;
mettait;
un;
grand;
panier;
sous;
le;
bras;
0;
en;
"
";
lui;
disant;
:;
 ;
Tu;
acheteras;
gca;
et;
can;
";";
et;
il;
achetait;
ca;
et;
ca;
tres;
bien;
0;
"
";
toujours;
en;
pleurant;
0;
par;
exemple;
.;
"
";
Pauvre;
Jacquesl;PER
il;
n';
etait;
pas;
heureux;
0;
lui;
non;
plus;
.;
M.;PER
Eyssette;PER
0;
"
";
de;
le;
voir;
eternellement;
la;
larme;
h;
l';
eil;
0;
avait;
fini;
par;
le;
prendre;
en;
"
";
grippe;
et;
l';
abreuvait;
de;
taloches;
...;
On;
entendait;
tout;
le;
jour;
:;
a;
acques;PER
"
";
tu;
es;
un;
butorl;
acques;
tu;
es;
un;
anelo;
Le;
fait;
est;
que;
0;
lorsque;
son;
"
";
pere;
etait;
la;
0;
le;
malheureux;
acques;PER
perdait;
tous;
ses;
moyens;
.;
Les;
efforts;
"
";
qu';
il;
faisait;
pour;
retenir;
ses;
larmes;
le;
rendaient;
laid;
.;
M.;PER
Eyssette;PER
lui;
"
";
portait;
malheur;
.;
Ecoutez;
la;
scene;
de;
la;
cruche;
:;
"
";
Un;
soir;
0;
au;
moment;
de;
se;
mettre;
a;
table;
0;
on;
s';
apercoit;
qu';
il;
n';
y;
a;
"
";
plus;
une;
goutte;
d';
eau;
dans;
la;
maison;
.;
"
";
-0;
Si;
vous;
voulez;
0;
j';
irai;
en;
chercher;
0;
dit;
ce;
bon;
enfant;
de;
Jacques;PER
.;
"
";
Et;
le;
voila;
qui;
prend;
la;
cruche;
0;
une;
grosse;
cruche;
de;
gres;
.;
"
";
M.;PER
Eyssette;PER
hausse;
les;
epaules;
:;
"
";
--;
Si;
c';
est;
Jacques;PER
qui;
y;
va;
0;
dit;
-il;
0;
la;
cruche;
est;
cassee;
0;
c';
est;
sr;
.;
"
";
--;
Tu;
entends;
0;
acques;PER
0;
-0;
c';
est;
Mme;PER
Eyssette;PER
qui;
parle;
avec;
"
";
sa;
voix;
tranquille;
0;
-0;
tu;
entends;
0;
ne;
la;
casse;
pas;
0;
fais;
bien;
attention;
.;
"
";
M.;PER
Eyssette;PER
reprend;
:;
"
";
-0;
Ohl;
tu;
as;
beau;
lui;
dire;
de;
ne;
pas;
la;
casser;
0;
il;
la;
cassera;
tout;
de;
"
";
meme;
.;
"
";
Ici;
0;
la;
voix;
eploree;
de;
Jacques;PER
:;
"
";
-0;
Mais;
enfin;
0;
pourquoi;
voulez;
-vous;
que;
je;
la;
casse?LES;
BABAROTTES;
"
";
-0;
Je;
ne;
vcux;
pas;
que;
tu;
la;
casses;
0;
je;
te;
dis;
que;
tu;
la;
casseras;
0;
"
";
repond;
M.;PER
Eyssette;PER
0;
et;
d';
un;
ton;
qui;
n';
admet;
pas;
de;
replique;
.;
"
";
acques;PER
ne;
replique;
pas;
";";
il;
prend;
la;
cruche;
d';
une;
main;
fievreuse;
"
";
et;
sort;
brusquement;
avec;
l';
air;
de;
dire;
:;
"
";
-0;
Ahl;
je;
la;
casserai;
Eh;
bien;
0;
nous;
allons;
voir;
.;
"
";
Cinq;
minutes;
0;
dix;
minutes;
se;
passent;
";";
Jacques;PER
ne;
revient;
pas;
.;
"
";
Mme;PER
Eyssette;PER
commence;
a;
se;
tourmenter;
.;
"
";
--;
Pourvu;
qu';
il;
ne;
lui;
soit;
rien;
arrivel;
"
";
--;
Parbleul;
que;
veux;
-0;
tu;
qu';
il;
lui;
soit;
arrive;
?;
dit;
M.;PER
Eyssette;PER
d';
un;
"
";
ton;
bourru;
.;
Il;
a;
casse;
la;
cruche;
et;
n';
ose;
plus;
rentrer;
.;
"
";
Mais;
tout;
en;
disant;
cela;
0;
-0;
avec;
son;
air;
bourru;
0;
c';
etait;
le;
meilleur;
"
";
homme;
du;
monde;
0;
-0;
il;
se;
leve;
et;
va;
ouvrir;
la;
porte;
pour;
voir;
un;
peu;
"
";
ce;
que;
acques;
etait;
devenu;
.;
Il;
n';
a;
pas;
loin;
a;
aller;
";";
acques;
est;
debout;
"
";
sur;
le;
palier;
0;
devant;
la;
porte;
0;
les;
mains;
vides;
0;
silencieux;
0;
petrifie;
.;
En;
"
";
voyant;
M.;PER
Eyssette;PER
0;
il;
palit;
0;
et;
d';
une;
voix;
navrante;
et;
faible;
0;
ohl;
si;
"
";
faible;
:;
e;
l';
ai;
casseen;
0;
dit;
-il;
...;
Il;
1'avait;
casseel;
...;
"
";
Dans;
les;
archives;
de;
la;WARNING !!
maison;WARNING !!
Eyssette;LOC
0;
nous;
appelons;
cela;
la;
"
";
scene;
de;
la;
cruche;
.;
"
";
Il;
y;
avait;
environ;
deux;
mois;
que;
nous;
etions;
a;
Lyon;LOC
0;
lorsque;
"
";
nos;
parents;
songerent;
a;
nos;
etudes;
.;
Mon;
pere;
aurait;
bien;
voulu;
nous;
"
";
mettre;
au;
college;
0;
mais;
c';
etait;
trop;
cher;
.;
 ;
Si;
nous;
les;
envoyions;
"
";
dans;
une;
manecanterie;
dit;
Me;PER
Eyssette;PER
";";
il;
parait;
que;
les;
enfants;
y;
"
";
sont;
bien;
0;
n;
Cette;
idee;
sourit;
a;
mon;
pere;
0;
et;
comme;
Saint-Nizier;LOC
etait;
"
";
l';
eglise;
la;
plus;
proche;
0;
on;
nous;
envoya;
a;
la;
manecanterie;
de;
Saint-;LOC
"
";LOC
Nizier;LOC
.;
"
";
C';
etait;
tres;
amusant;
0;
la;
manecanteriel;
Au;
lieu;
de;
nous;
bourrer;
la;
"
";
tete;
de;
grec;
et;
de;
latin;
comme;
dans;
les;
autres;
institutions;
0;
on;
nous;
"
";
apprenait;
a;
servir;
la;
messe;
du;
grand;
et;
du;
petit;
cOte;
0;
 ;
chanter;
les;
"
";
antiennes;
0;
a;
faire;
des;
genuflexions;
0;
a;
encenser;
elegamment;
0;
ce;
qui;
est;
"
";
tres;
difficile;
.;
Il;
y;
avait;
bien;
par;
-0;
ci;
0;
par;
-0;
la;
0;
quelques;
heures;
dans;
le;
"
";
jour;
consacrees;
aux;
declinaisons;
et;
a;
l1'Epitome;
0;
mais;
ceci;
n';
etait;
"
";
qu';
accessoire;
.;
Avant;
tout;
0;
nous;
etions;
lh;
pour;
le;
service;
de;
l';
eglise;
.;
"
";
Au;
moins;
une;
fois;
par;
semaine;
0;
l';
abbe;PER
Micou;PER
nous;
disait;
entre;
deux;
"
";
prises;
et;
d';
un;
air;
solennel;
:;
 ;
Demain;
0;
messieurs;
0;
pas;
de;
classe;
du;
matinl;
"
";
Nous;
sommes;
d';
enterrement;
.;
"
";
Nous;
etions;
d';
enterrement;
.;
Quel;
bonheurl;
Puis;
c';
etaient;
des;
"
";
baptemes;
0;
des;
mariages;
0;
une;
visite;
de;
Monseigneur;PER
0;
le;
viatique;
qu';
on;
"
";
portait;
a;
un;
malade;
.;
Ohl;
le;
viatiquel;
comme;
on;
etait;
fier;
quand;
onLE;PER
PETIT;PER
CHOSE;PER
"
";
pouvait;
l';
accompagner;
l;
...;
Sous;
un;
petit;
dais;
de;
velours;
rouge;
0;
marchait;
"
";
le;
pretre;
0;
portant;
l';
hostie;
et;
les;
saintes;
huiles;
.;
Deux;
enfants;
de;
cheur;
"
";
soutenaient;
le;
dais;
0;
deux;
autres;
l';
escortaient;
avec;
de;
gros;
falots;
dores;
.;
"
";
Un;
cinquieme;
marchait;
devant;
0;
en;
agitant;
une;
crecelle;
.;
D';
ordinaire;
0;
"
";
c';
etaient;
mes;
fonctions;
...;
Sur;
le;
passage;
du;
viatique;
0;
les;
hommes;
se;
"
";
decouvraient;
0;
les;
femmes;
se;
signaient;
.;
Quand;
on;
passait;
devant;
un;
"
";
poste;
0;
la;
sentinelle;
criait;
:;
 ;
Aux;
armesln;
les;
soldats;
accouraient;
et;
se;
"
";
mettaient;
en;
rang.-;
Presentez;
...;
armesl;
genou;
terrel;
n;
disait;
l';
officier;
...;
"
";
Les;
fusils;
sonnaient;
0;
le;
tambour;
battait;
aux;
champs;
.;
J';
agitais;
ma;
"
";
crecelle;
par;
trois;
fois;
0;
comme;
au;
Sanctus;
0;
et;
nous;
passions;
.;
"
";
C';
etait;
tres;
amusant;
la;
manecanterie;
.;
"
";
Chacun;
de;
nous;
avait;
dans;
une;
petite;
armoire;
un;
fourniment;
"
";
complet;
d';
ecclesiastique;
:;
une;
soutane;
noire;
avec;
une;
longue;
queue;
0;
"
";
une;
aube;
0;
un;
surplis;
a;
grandes;
manches;
raides;
d';
empois;
0;
des;
bas;
de;
"
";
soie;
noire;
0;
deux;
calottes;
0;
l';
une;
en;
drap;
0;
l';
autre;
en;
velours;
0;
des;
rabats;
"
";
bordes;
de;
petites;
perles;
blanches;
0;
tout;
ce;
qu';
il;
fallait;
.;
"
";
Il;
parait;
que;
ce;
costume;
m';
allait;
tres;
bien;
:;
"
";
aIl;
est;
a;
croquer;
la;
-0;
dessous;
0;
disait;
Me;
Eyssette;
.;
Malheureu-;
"
";
sement;
j';
etais;
tres;
petit;
0;
et;
cela;
me;
desesperait;
.;
Figurez;
-vous;
que;
0;
"
";
meme;
en;
me;
haussant;
0;
je;
ne;
montais;
guere;
plus;
haut;
que;
les;
bas;
blancs;
"
";
de;
M.;
Caduffe;
0;
notre;
suisse;
0;
et;
puis;
si;
frelel;
Une;
fois;
0;
a;
la;
messe;
0;
en;
"
";
changeant;
les;
Evangiles;
de;
place;
0;
le;
gros;
livre;
etait;
si;
lourd;
qu';
il;
"
";
m';
entraina;
.;
Je;
tombai;
de;
tout;
mon;
long;
sur;
les;
marches;
de;
l';
autel;
.;
Le;
"
";
pupitre;
fut;
brise;
0;
le;
service;
interrompu;
.;
C';
etait;
un;
jour;
de;
Pentecote;
.;
"
";
Quel;
scandalel;
...;
A;
part;
ces;
legers;
inconvenients;
de;
ma;
petite;
taille;
0;
"
";
j';
etais;
tres;
content;
de;
mon;
sort;
0;
et;
souvent;
le;
soir;
0;
en;
nous;
couchant;
0;
"
";
Jacques;
et;
moi;
0;
nous;
nous;
disions;
:;
 ;
En;
somme;
0;
c';
est;
tres;
amusant;
la;
"
";
manecanterien;
.;
Par;
malheur;
0;
nous;
n';
y;
restames;
pas;
longtemps;
.;
Un;
"
";
ami;
de;
la;
famille;
0;
recteur;
d';
universite;
dans;
le;
Midi;
0;
ecrivit;
un;
jour;
a;
"
";
mon;
pere;
que;
s';
il;
voulait;
une;
bourse;
d';
externe;
au;
college;
de;
Lyon;
pour;
"
";
un;
de;
ses;
fils;
0;
on;
pourrait;
lui;
en;
avoir;
une;
.;
"
";
--;
Ce;
sera;
pour;
Daniel;
0;
dit;
M.;
Eyssette;
.;
"
";
-0;
Et;
Jacquesl;
dit;
ma;
mere;
.;
"
 ";
Ohl;
acquesl;
je;
le;
garde;
avec;
moi;
";";
il;
me;
sera;
tres;
utile;
.;
"
";
D';
ailleurs;
.;
je;
m';
apergcois;
qu';
il;
a;
du;
gout;
pour;
le;
commerce;
.;
Nous;
en;
"
";
