Token;Label;accord;
on;;;
devait;;;
m';;;
envoyer;;;
a;;;
confesse;;;
0;;;
puisque;;;
j';;;
avais;;;
"
";;;
l';;;
age;;;
de;;;
raison;;;
.;;;
On;;;
me;;;
mena;;;
a;;;
confesse;;;
.;;;
Grande;;;
affairel;;;
Il;;;
fallait;;;
"
";;;
ramasser;;;
dans;;;
tous;;;
les;;;
coins;;;
de;;;
ma;;;
conscience;;;
un;;;
tas;;;
de;;;
vieux;;;
peches;;;
"
";;;
qui;;;
trainaient;;;
l;;;
depuis;;;
sept;;;
ans;;;
.;;;
e;;;
ne;;;
dormis;;;
pas;;;
de;;;
deux;;;
nuits;;;
";";;;
"
";;;
c';;;
est;;;
qu';;;
il;;;
y;;;
en;;;
avait;;;
toute;;;
une;;;
paneree;;;
de;;;
ces;;;
diables;;;
de;;;
peches;;;
";";;;
j';;;
avais;;;
"
";;;
mis;;;
les;;;
plus;;;
petits;;;
dessus;;;
0;;;
mais;;;
c';;;
est;;;
egal;ORG;NA;
0;;;
les;;;
autres;;;
se;;;
voyaient;;;
0;;;
et;;;
"
";;;
lorsque;;;
0;;;
agenouille;;;
dans;;;
la;;;
petite;;;
armoire;;;
de;;;
chenc;PER;NA;
0;;;
il;;;
fallut;;;
montrer;;;
"
";;;
tout;;;
cela;;;
au;;;
cure;;;
des;;;
Recollets;LOC;NA;
0;;;
je;;;
crus;;;
que;;;
je;;;
mourrais;;;
de;;;
peur;;;
et;;;
de;;;
"
";;;
confusion;;;
...;;;
"
";;;
Ce;;;
fut;;;
fini;;;
.;;;
Je;;;
ne;;;
voulus;;;
plus;;;
jouer;;;
avec;;;
Rouget;PER;PER;
";";;;
je;;;
savais;;;
mainte-;;;
"
";;;
nant;;;
0;;;
c';;;
est;;;
saint;PER;PER;
Paul;PER;PER;
qui;;;
l';;;
a;;;
dit;;;
et;;;
le;;;
cure;;;
des;;;
Recollets;ORG;NA;
me;;;
le;;;
repeta;;;
0;;;
"
";;;
que;;;
le;;;
demon;;;
rode;;;
eternellement;;;
autour;;;
de;;;
nous;;;
comme;;;
un;;;
lion;;;
0;;;
"
";;;
qterens;;;
quem;PER;NA;
deoret;PER;NA;
.;;;
Ohl;PER;NA;
ce;;;
querens;;;
quem;PER;NA;
deoret;PER;;
0;;;
quelle;;;
impression;;;
"
";;;
il;;;
me;;;
fitl;;;
Je;;;
savais;;;
aussi;;;
que;;;
cet;;;
intrigant;;;
de;;;
Lucifer;PER;PER;
prend;;;
tous;;;
les;;;
"
";;;
visages;;;
qu';;;
il;;;
veut;;;
pour;;;
vous;;;
tenter;;;
";";;;
et;;;
vous;;;
ne;;;
m';;;
auriez;;;
pas;;;
ote;;;
de;;;
"
";;;
l';;;
idee;;;
qu';;;
il;;;
s';;;
etait;;;
cache;;;
dans;;;
la;;;
peau;;;
de;;;
Rouget;PER;PER;
pour;;;
m';;;
apprendre;;;
a;;;
"
";;;
jurer;;;
le;;;
nom;;;
de;;;
Dieu;MISC;MISC;
.;;;
Aussi;;;
0;;;
mon;;;
premier;;;
soin;;;
0;;;
en;;;
rentrant;;;
a;;;
la;;;
"
";;;
fabrique;;;
0;;;
fut;;;
d';;;
avertir;;;
Vendredi;PER;PER;
qu';;;
il;;;
eut;;;
a;;;
rester;;;
chez;;;
lui;;;
dorenavant;;;
.;;;
"
";;;
Infortune;LOC;NA;
Vendredil;;PER;
Cet;;;
ukase;;;
lui;;;
creva;;;
le;;;
coeur;;;
0;;;
mais;;;
il;;;
s';;;
y;;;
conforma;;;
"
";;;
sans;;;
une;;;
plainte;;;
.;;;
Quelquefois;;;
0;;;
je;;;
l';;;
apercevais;;;
debout;;;
0;;;
sur;;;
la;;;
porte;;;
de;;;
"
";;;
la;;;
loge;;;
0;;;
du;;;
cote;;;
des;;;
ateliers;;;
";";;;
il;;;
se;;;
tenait;;;
la;;;
tristement;;;
";";;;
et;;;
lorsqu';;;
il;;;
voyait;;;
"
";;;
que;;;
je;;;
le;;;
regardais;;;
0;;;
le;;;
malheureux;;;
poussait;;;
pour;;;
m';;;
attendrir;;;
les;;;
plus;;;
"
";;;
effroyables;;;
rugissements;;;
0;;;
en;;;
agitant;;;
sa;;;
criniere;;;
flamboyante;;;
";";;;
mais;;;
plusy;PER;NA;
"
";PER;NA;
LE;PER;NA;
PETIT;PER;NA;
CHOSE;;;
"
";;;
il;;;
rugissait;;;
0;;;
plus;;;
je;;;
me;;;
tenais;;;
loin;;;
.;;;
Je;;;
trouvais;;;
qu';;;
il;;;
ressemblait;;;
au;;;
"
";;;
fameux;;;
lion;;;
querens;;;
.;;;
e;;;
lui;;;
criais;;;
:;;;
a;;;
Va;MISC;NA;
0;MISC;NA;
t';MISC;NA;
enl;MISC;NA;
tu;MISC;NA;
me;MISC;NA;
fais;MISC;NA;
horreur.o;PER;NA;
"
";PER;NA;
Rouget;PER;PER;
s';;;
obstina;;;
a;;;
rugir;;;
ainsi;;;
pendant;;;
quelques;;;
jours;;;
";";;;
puis;;;
0;;;
un;;;
"
";;;
matin;;;
0;;;
son;;;
pere;;;
0;;;
fatigue;;;
de;;;
ses;;;
rugissements;;;
a;;;
domicile;;;
0;;;
l';;;
envoya;;;
rugir;;;
"
";;;
en;;;
apprentissage;;;
0;;;
et;;;
je;;;
ne;;;
le;;;
revis;;;
plus;;;
.;;;
"
";;;
Mon;;;
enthousiasme;;;
pour;;;
Robinson;PER;PER;
n';;;
en;;;
fut;;;
pas;;;
un;;;
instant;;;
refroidi;;;
.;;;
"
";;;
Tout;;;
juste;;;
vers;;;
ce;;;
temps;;;
0;;;
la;;;
0;;;
l';;PER;
oncle;;PER;
Baptiste;PER;PER;
se;;;
degota;;;
subitement;;;
de;;;
"
";;;
son;;;
perroquet;;;
et;;;
me;;;
le;;;
donna;;;
.;;;
Ce;;;
perroquet;;;
remplaca;;;
Vendredi;MISC;PER;
.;;;
"
";;;
Je;;;
l';;;
installai;;;
dans;;;
une;;;
belle;;;
cage;;;
au;;;
fond;;;
de;;;
ma;;;
residence;;;
d';;;
hiver;;;
";";;;
et;;;
"
";;;
me;;;
voila;MISC;NA;
0;;;
plus;;;
Crusoe;MISC;PER;
que;;;
jamais;;;
0;;;
passant;;;
mes;;;
journees;;;
en;;;
tete;LOC;NA;
a;;;
tete;;;
"
";;;
avec;;;
cet;;;
interessant;;;
volatile;;;
et;;;
cherchant;;;
a;;;
lui;;;
faire;;;
dire;;;
:;;;
 ;;;
Robinson;PER;PER;
0;;;
"
";;;
mon;;;
pauvre;;;
Robinsonln;PER;PER;
Comprenez;PER;NA;
-vous;;;
cela;;;
Ce;;;
perroquet;;;
0;;;
que;;;
"
";;;
l';;PER;
oncle;;PER;
Baptiste;PER;PER;
m';;;
avait;;;
donne;;;
pour;;;
se;;;
debarrasser;;;
de;;;
son;;;
eternel;;;
"
";;;
bavardage;;;
0;;;
s';;;
obstina;;;
a;;;
ne;;;
pas;;;
parler;;;
des;;;
qu';;;
il;;;
fut;;;
a;;;
moi;;;
...;;;
Pas;;;
plus;;;
"
 ";;;
mon;;;
pauvre;;;
Robinsonn;PER;PER;
qu';;;
autre;;;
chose;;;
";";;;
jamais;;;
je;;;
n';;;
en;;;
pus;;;
rien;;;
tirer;;;
.;;;
"
";;;
Malgre;;;
cela;;;
0;;;
je;;;
l';;;
aimais;;;
beaucoup;;;
et;;;
j';;;
en;;;
avais;;;
le;;;
plus;;;
grand;;;
soin;;;
.;;;
"
";;;
Nous;MISC;NA;
vivions;MISC;NA;
ainsi;;;
0;;;
mon;;;
perroquet;;;
et;;;
moi;;;
0;;;
dans;;;
la;;;
plus;;;
austere;;;
"
";;;
solitude;;;
0;;;
lorsqu';;;
un;;;
matin;;;
il;;;
m';;;
arriva;;;
une;;;
chose;;;
vraiment;;;
extraordinaire;;;
.;;;
"
";;;
Ce;;;
jour;;;
0;;;
la;;;
0;;;
j';;;
avais;;;
quitte;;;
ma;;;
cabane;;;
de;;;
bonne;;;
heure;;;
et;;;
je;;;
faisais;;;
0;;;
arme;;;
"
";;;
jusqu';;;
aux;;;
dents;;;
0;;;
un;;;
voyage;;;
d';;;
exploration;;;
a;;;
travers;;;
mon;;;
fle;ORG;NA;
...;;;
Tout;;;
h;;;
"
";;;
coup;;;
0;;;
je;;;
vis;;;
venir;;;
de;;;
mon;;;
cOote;MISC;NA;
un;;;
groupe;;;
de;;;
trois;;;
ou;;;
quatre;;;
personnes;;;
0;;;
"
";;;
qui;;;
parlaient;;;
a;;;
voix;;;
tres;;;
haute;;;
et;;;
gesticulaient;;;
vivement;;;
.;;;
uste;PER;NA;
Dieul;PER;MISC;
"
";;;
des;;;
hommes;;;
dans;;;
mon;;;
flel;;;
e;;;
n';;;
eus;;;
que;;;
le;;;
temps;;;
de;;;
me;;;
jeter;;;
derriere;;;
"
";;;
un;;;
bouquet;;;
de;;;
lauriers;;;
0;;;
roses;;;
0;;;
et;;;
a;;;
plat;;;
ventre;;;
0;;;
s';;;
il;;;
vous;;;
plaft;PER;NA;
...;;;
Les;;;
"
";;;
hommes;;;
passerent;;;
pres;;;
de;;;
moi;;;
sans;;;
me;;;
voir;;;
...;;;
Je;;;
crus;;;
distinguer;;;
la;;;
"
";;;
voix;;;
du;;;
concierge;;PER;
Colombe;PER;PER;
0;;;
ce;;;
qui;;;
me;;;
rassura;;;
un;;;
peu;;;
";";;;
mais;;;
0;;;
c';;;
est;;;
"
";;;
egal;ORG;NA;
0;;;
des;;;
qu';;;
ils;;;
furent;;;
loin;;;
je;;;
sortis;;;
de;;;
ma;;;
cachette;;;
et;;;
je;;;
les;;;
suivis;;;
"
";;;
distance;;;
pour;;;
voir;;;
ce;;;
que;;;
tout;;;
cela;;;
deviendrait;;;
...;;;
"
";;;
Ces;;;
etrangers;;;
resterent;;;
longtemps;;;
dans;;;
mon;;;
ile;;;
...;;;
Ils;;;
la;;;
visiterent;;;
"
";;;
d';;;
un;;;
bout;;;
a;;;
l';;;
autre;;;
dans;;;
tous;;;
ses;;;
details;;;
.;;;
Je;;;
les;;;
vis;;;
entrer;;;
dans;;;
mes;;;
"
";;;
grottes;;;
et;;;
sonder;;;
avec;;;
leurs;;;
cannes;;;
la;;;
profondeur;;;
de;;;
mes;;;
oceans;;;
:;;;
De;;;
"
";;;
temps;;;
en;;;
temps;;;
ils;;;
s';;;
arretaient;;;
et;;;
remuaient;;;
la;;;
tete;;;
.;;;
Toute;;;
ma;;;
crainte;;;
"
";;;
etait;;;
qu';;;
ils;;;
ne;;;
vinssent;;;
a;;;
decouvrir;;;
mes;;;
residences;;;
...;;;
(;;;
Que;;;
serais;;;
-je;;;
"
";;;
devenu;;;
0;;;
grand;;;
Dieul;PER;MISC;
Heureusement;;;
0;;;
il;;;
n';;;
en;;;
fut;;;
rien;;;
0;;;
et;;;
au;;;
bout;;;
d';;;
une;;;
"
";;;
demi-heure;;;
0;;;
les;;;
hommes;;;
se;;;
retirerent;;;
sans;;;
se;;;
douter;;;
seulement;;;
que;;;
"
";;;
l';;;
le;;;
etait;;;
habitee;;;
.;;;
Des;;;
qu';;;
ils;;;
furent;;;
partis;;;
0;;;
je;;;
courus;;;
m';;;
enfermer;;;
dans;;;
"
";;;
une;;;
de;;;
mes;;;
cabanes;;;
0;;;
et;;;
passai;;;
la;;;
le;;;
reste;;;
du;;;
jour;;;
a;;;
me;;;
demander;;;
quels;;;
"
";;;
etaient;;;
ces;;;
hommes;;;
et;;;
ce;;;
qu';;;
ils;;;
etaient;;;
venus;;;
faire;;;
.;;;
L;;;
"
";;;
4;;;
0;;;
0;;;
"
";;;
a;;;
;;;
"
";;;
IZ;LOC;NA;
"
";;;
3tt;;;
"
";;;
L---;;;
"
";;;
A;LOC;NA;
"
";;;
IlP;ORG;NA;
"
";;;
0;;;
I.;;;
"
";;;
L;;;
"
";;;
1;;;
"
";;;
.l;;;
"
 ";;;
0;;;
.-;;;
"
";;;
1E.;LOC;NA;
"
";;;
s;;;
"
";;;
Fe1;PER;NA;
I;PER;NA;
"
 ";PER;NA;
0;;;
0;;;
"
";;;
--;;;
"
";;;
0;;;
"

";;;
3;;;
"

";;;
a.;;;
"


";;;
1;;;
"
";;;
3;;;
=;;;
0;;;
"
 ";;;
ii;;;
"
";;;
N;;;
"
 ";;;
0;;;
);;;
"
";;;
N;LOC;NA;
"
";LOC;NA;
EZEYt;LOC;NA;
:;;;
t;;;
"
";;;
.;;;
"
";;;
l;;;
Lri;PER;NA;
lx;;;
"
";;;
0;;;
0;;;
0;;;
"
";;;
s;;;
0;;;
"
";;;
p;;;
`;;;
"
";;;
.;;;
"
";;;
.y-;;;
";";;;
"
";;;
.I;MISC;NA;
"
";;;
0;;;
"
";;;
AI;LOC;NA;
"
";;;
--;;;
c;;;
"
 ";;;
.;;;
.;;;
"
";;;
.;;;
"
";;;
L;;;
i;;;
"
";;;
I-;;;
"
";;;
fi;;;
"


";;;
ytP;;;
"
";;;
:;;;
"
";;;
Gei4;PER;NA;
"
";;;
-3;;;
"
";;;
=;;;
"
";;;
--L;;;
"
";;;
0;;;
"
 ";;;
.L.;;;
"
";;;
r;;;
"
";;;
ie;;;
"
";;;
L3;ORG;NA;
"
";ORG;NA;
N;ORG;NA;
"
";;;
.-;;;
 ;;;
.;;;
"
";;;
t;;;
z;;;
"
";;;
P;;;
;;;
-L;;;
"
";;;
0;;;
"
";;;
=;;;
essC;;;
"
";;;
--;;;
"
";;;
r;;;
"
";;;
r;;;
"
";;;
e;;;
;;;
"
";;;
I;LOC;NA;
"
";;;
.;;;
"

";;;
0;;;
"
";;;
-e;;;
"
";;;
--L;;;
=;;;
0;;;
"
";;;
z;;;
--;;;
z';;;
allais;;;
le;;;
savoir;;;
bientot;;;
.;;;
"
";;;
LA;;;
FABRIOQUE;;;
"
";;;
Le;;;
soir;;;
0;;;
a;;;
souper;;;
0;;;
M.;PER;PER;
Eyssette;PER;PER;
nous;;;
annongca;PER;NA;
solennellement;;;
que;;;
la;;;
"
";;;
fabrique;;;
etait;;;
vendue;;;
0;;;
et;;;
que;;;
0;;;
dans;;;
un;;;
mois;;;
0;;;
nous;;;
partirions;;;
tous;;;
pour;;;
"
";;;
Lyon;LOC;LOC;
0;;;
o;;;
nous;;;
allions;;;
demeurer;;;
desormais;;;
.;;;
"
";;;
Ce;;;
fut;;;
un;;;
coup;;;
terrible;;;
.;;;
Il;;;
me;;;
sembla;;;
que;;;
le;;;
ciel;;;
croulait;;;
.;;;
La;;;
"
";;;
fabrique;;;
venduel;;;
...;;;
Eh;;;
bienl;;;
et;;;
mon;;;
ile;;;
0;;;
mes;;;
grottes;;;
0;;;
mes;;;
cabanes;;;
?;;;
"
";;;
IIelasl;MISC;NA;
l';;;
fle;ORG;NA;
0;;;
les;;;
grottes;;;
0;;;
les;;;
cabanes;;;
0;;;
M.;PER;PER;
Eyssette;PER;PER;
avait;;;
tout;;;
vendu;;;
";";;;
"
";;;
il;;;
fallait;;;
tout;;;
quitter;;;
.;;;
Dieu;;MISC;
0;;;
que;;;
je;;;
pleuraisl;;;
...;;;
"
";;;
Pendant;;;
un;;;
mois;;;
0;;;
tandis;;;
qu';;;
a;;;
la;;;
maison;;;
on;;;
emballait;;;
les;;;
glaces;;;
0;;;
la;;;
"
";;;
vaisselle;;;
0;;;
je;;;
me;;;
promenais;;;
triste;;;
et;;;
seul;;;
dans;;;
ma;;;
chere;;;
fabrique;;;
.;;;
Je;;;
"
";;;
n';;;
avais;;;
plus;;;
le;;;
ceur;;;
a;;;
jouer;;;
0;;;
vous;;;
pensez;;;
...;;;
ohl;ORG;NA;
non;;;
...;;;
J';;;
allais;;;
m';;;
asseoir;;;
"
";;;
dans;;;
tous;;;
les;;;
coins;;;
0;;;
et;;;
regardant;;;
les;;;
objets;;;
autour;;;
de;;;
moi;;;
0;;;
je;;;
leur;;;
parlais;;;
"
";;;
comme;;;
 ;;;
des;;;
personnes;;;
";";;;
je;;;
disais;;;
aux;;;
platanes;;;
:;;;
 ;;;
Adieu;;;
0;;;
mes;;;
chers;;;
"
";;;
amisln;LOC;NA;
et;;;
aux;;;
bassins;;;
:;;;
 ;;;
C';;;
est;;;
fini;;;
0;;;
nous;;;
ne;;;
nous;;;
verrons;;;
plusln;;;
Il;;;
y;;;
"
";;;
avait;;;
dans;;;
le;;;
fond;;;
du;;;
jardin;;;
un;;;
grand;;;
grenadier;;;
dont;;;
les;;;
belles;;;
fleurs;;;
"
";;;
rouges;;;
s';;;
epanouissaient;;;
au;;;
soleil;LOC;NA;
.;;;
e;;;
lui;;;
dis;;;
en;;;
sanglotant;;;
:;;;
Donne;MISC;NA;
-moi;MISC;NA;
"
";MISC;NA;
une;MISC;NA;
de;MISC;NA;
tes;MISC;NA;
fleurs.n;MISC;NA;
Il;;;
me;;;
la;;;
donna;;;
.;;;
e;;;
la;;;
mis;;;
dans;;;
ma;;;
poitrine;;;
0;;;
en;;;
souvenir;;;
"
";;;
de;;;
lui;;;
.;;;
J';;;
etais;;;
tres;;;
malheureux;;;
.;;;
"
";;;
Pourtant;;;
0;;;
au;;;
milieu;;;
de;;;
cette;;;
grande;;;
douleur;;;
0;;;
deux;;;
chosces;;;
me;;;
faisaient;;;
"
";;;
sourire;;;
:;;;
d';;;
abord;;;
la;;;
pensee;;;
de;;;
monter;;;
sur;;;
un;;;
navire;;;
0;;;
puis;;;
la;;;
permission;;;
"
";;;
qu';;;
on;;;
m';;;
avait;;;
donnee;;;
d';;;
emporter;;;
mon;;;
perroquet;;;
avec;;;
moi;;;
.;;;
Je;;;
me;;;
"
";;;
disais;;;
que;;;
Robinson;PER;PER;
avait;;;
quitte;;;
son;;;
ile;;;
dans;;;
des;;;
conditions;;;
a;;;
peu;;;
pres;;;
"
";;;
semblables;;;
0;;;
et;;;
cela;;;
me;;;
donnait;;;
du;;;
courage;;;
.;;;
"
";;;
Enfin;;;
0;;;
le;;;
jour;;;
du;;;
dpart;;;
arriva;;;
.;;;
MI;LOC;PER;
.;;PER;
Eyssette;LOC;PER;
etait;;;
deja;;;
a;;;
Lyon;LOC;LOC;
depuis;;;
"
";;;
une;;;
semaine;;;
.;;;
Il;;;
avait;;;
pris;;;
les;;;
devants;;;
avec;;;
les;;;
gros;;;
meubles;;;
.;;;
Je;;;
partis;;;
"
";;;
donc;;;
en;;;
compagnie;;;
de;;;
acques;;;
0;;;
de;;;
ma;;;
mere;;;
et;;;
de;;;
la;;PER;
vieille;;PER;
Annou;LOC;PER;
.;;;
"
";;;
Mon;;;
grand;;;
frere;;;
l';;;
abbe;PER;NA;
ne;;;
partait;;;
pas;;;
0;;;
mis;;;
il;;;
nous;;;
accompagna;;;
"
";;;
jusqu';;;
a;;;
la;;;
diligence;;;
de;;;
Beaucaire;LOC;LOC;
0;;;
et;;;
aussi;;;
le;;;
concierge;;PER;
Colombe;PER;PER;
nous;;;
"
";;;
accompagna;;;
.;;;
C';;;
est;;;
lui;;;
qui;;;
marchait;;;
devant;;;
en;;;
poussant;;;
une;;;
enorme;;;
"
";;;
brouette;;;
chargee;;;
de;;;
malles;;;
.;;;
Derriere;;;
venait;;;
mon;;;
frere;;;
l';;;
abbe;;;
0;;;
donnant;;;
"
";;;
le;;;
bras;;;
a;;;
Me;PER;PER;
Eyssette;PER;PER;
.;;;
"
";;;
MIon;ORG;NA;
pauvre;;;
abbe;;;
0;;;
que;;;
je;;;
ne;;;
devais;;;
plus;;;
revoirl;;;
"
";;;
La;;PER;
vieille;;PER;
Annou;LOC;PER;
marchait;;;
ensuite;;;
0;;;
flanquee;;;
d';;;
un;;;
enorme;;;
parapluic;;;
"
";;;
bleu;;;
et;;;
de;;;
Jacques;PER;PER;
0;;;
qui;;;
etait;;;
bien;;;
content;;;
d';;;
aller;;;
a;;;
Lyon;LOC;LOC;
0;;;
mais;;;
qui;;;
"
";;;
sanglotait;;;
tout;;;
de;;;
meme;;;
...;;;
Enfin;;;
0;;;
ha;;;
la;;;
queue;;;
de;;;
la;;;
colonne;;;
venait;;;
"
";;;
Daniel;PER;PER;
Eyssette;PER;PER;
0;;;
portant;;;
gravement;;;
la;;;
cage;;;
du;;;
perroquet;;;
et;;;
se;;;
retour-;;;
"
";;;
nant;;;
a;;;
chaque;;;
pas;;;
du;;;
cote;;;
de;;;
sa;;;
chere;;;
fabrique;;;
.;;;
LE;;;
PETIT;;;
CHIOSE;MISC;NA;
"
";MISC;NA;
A;MISC;NA;
mesure;MISC;NA;
que;;;
la;;;
caravane;;;
s';;;
eloignait;;;
0;;;
l';;;
arbre;;;
aux;;;
grenades;;;
se;;;
"
";;;
haussait;;;
tant;;;
qu';;;
il;;;
pouvait;;;
par;;;
0;;;
dessus;;;
les;;;
murs;;;
du;;;
jardin;;;
pour;;;
la;;;
voir;;;
"
";;;
encore;;;
une;;;
fois;;;
...;;;
Les;;;
platanes;;;
agitaient;;;
leurs;;;
branches;;;
en;;;
signe;;;
"
";;;
d';;;
adieu;;;
...;;;
Daniel;PER;PER;
Eyssette;PER;PER;
0;;;
tres;ORG;NA;
emu;ORG;NA;
0;;;
leur;;;
envoyait;;;
des;;;
baisers;;;
a;;;
tous;;;
0;;;
"
";;;
furtivement;;;
et;;;
du;;;
bout;;;
des;;;
doigts;;;
.;;;
"
";;;
Ie;PER;NA;
quittai;;;
mon;;;
ile;;;
le;;;
go;;;
septembre;;;
8;;;
...;;;
LES;;;
BABAROTTES;MISC;NA;
(;;;
);;;
"
";;;
O;LOC;NA;
choses;;;
de;;;
mon;;;
enfance;;;
0;;;
quelle;;;
impression;;;
vous;;;
m';;;
avez;;;
laisseel;;;
"
";;;
Il;;;
me;;;
semble;;;
que;;;
c';;;
est;;;
hier;;;
0;;;
ce;;;
voyage;;;
sur;;;
le;;;
Rh6ne;LOC;LOC;
.;;;
Je;;;
vois;;;
encore;;;
le;;;
"
";;;
bateau;;;
0;;;
ses;;;
passagers;;;
0;;;
son;;;
equipage;;;
";";;;
j';;;
entends;;;
le;;;
bruit;;;
des;;;
roues;;;
et;;;
le;;;
"
";;;
sifflet;;;
de;;;
la;;;
machine;;;
.;;;
Le;;;
capitaine;;;
s';;;
appelait;;;
Genies;MISC;PER;
0;;;
le;;;
maftre;;;
coq;;;
"
";;;
Montelimart;PER;PER;
.;;;
On;;;
n';;;
oublie;;;
pas;;;
ces;;;
choses;;;
0;;;
la;;;
.;;;
"
";;;
La;;;
traversee;;;
dura;;;
trois;;;
jours;;;
.;;;
Je;;;
passai;;;
ces;;;
trois;;;
jours;;;
sur;;;
le;;;
pont;;;
0;;;
"
";;;
descendant;;;
au;;;
salon;;;
juste;;;
pour;;;
manger;;;
et;;;
dormir;;;
.;;;
Le;;;
reste;;;
du;;;
temps;;;
0;;;
"
";;;
j';;;
allais;;;
me;;;
mettre;;;
a;;;
la;;;
pointe;;;
extreme;;;
du;;;
navire;;;
0;;;
pres;;;
de;;;
l';;;
ancre;;;
.;;;
Il;;;
y;;;
"
";;;
avait;;;
la;;;
une;;;
grosse;;;
cloche;;;
qu';;;
on;;;
sonnait;;;
en;;;
entrant;;;
dans;;;
les;;;
villes;;;
:;;;
"
";;;
je;;;
m';;;
asseyais;;;
a;;;
cote;;;
de;;;
cette;;;
cloche;;;
0;;;
parmi;;;
des;;;
tas;;;
de;;;
cordes;;;
";";;;
je;;;
posais;;;
"
";;;
la;;;
cage;;;
du;;;
perroquet;;;
entre;;;
mes;;;
jambes;;;
et;;;
je;;;
regardais;;;
.;;;
Le;;LOC;
Rhone;LOC;LOC;
etait;;;
"
";;;
si;;;
large;;;
qu';;;
on;;;
voyait;;;
a;;;
peine;;;
ses;;;
rives;;;
.;;;
Moi;;;
0;;;
je;;;
l';;;
aurais;;;
voulu;;;
encore;;;
"
";;;
plus;;;
large;;;
0;;;
et;;;
qu';;;
il;;;
se;;;
ft;;;
appele;;;
:;;;
la;;;
merl;;;
Le;MISC;NA;
ciel;MISC;NA;
riait;MISC;NA;
0;;;
l';;;
onde;;;
etait;;;
"
";;;
verte;;;
.;;;
De;;;
grandes;;;
barques;;;
descendaient;;;
au;;;
fil;;;
de;;;
l';;;
eau;;;
.;;;
Des;;;
mariniers;;;
0;;;
"
";;;
gueant;;;
le;;;
fleuve;;;
a;;;
dos;;;
de;;;
mules;;;
0;;;
passaient;;;
pres;;;
de;;;
nous;;;
en;;;
chantant;;;
.;;;
"
";;;
Parfois;;;
0;;;
le;;;
bateau;;;
longeait;;;
quelque;;;
ile;;;
bien;;;
touffue;;;
0;;;
couverte;;;
de;;;
joncs;;;
"
";;;
(;;;
r;;;
);;;
Nom;;;
donne;;;
dans;;;
le;;;
Midi;LOC;LOC;
a;;;
ces;;;
gros;;;
insectes;;;
noirs;;;
que;;;
1'Academie;;;
appelle;;;
des;;;
"
 ";;;
blttes;;;
et;;;
les;;;
gens;;;
du;LOC;NA;
Nord;LOC;LOC;
des;;;
s;;;
cafards;;;
0;;;
LE;MISC;NA;
PETIT;MISC;NA;
CHOSE;MISC;NA;
"
";;;
et;;;
de;;;
saules;;;
.;;;
Ohl;PER;NA;
une;;;
ile;;;
deserteln;;;
me;;;
disais;;;
-je;;;
dans;;;
moi;;;
0;;;
meme;;;
";";;;
et;;;
"
";;;
je;;;
la;;;
devorais;;;
des;;;
yeux;;;
...;;;
"
";;;
Vers;;;
la;;;
fin;;;
du;;;
troisieme;;;
jour;;;
0;;;
je;;;
crus;;;
que;;;
nous;;;
allions;;;
avoir;;;
un;;;
"
";;;
grain;;;
.;;;
Le;;;
ciel;;;
s';;;
etait;;;
assombri;;;
subitement;;;
";";;;
un;;;
brouillard;;;
epais;;;
dansait;;;
"
";;;
sur;;;
le;;;
fleuve;;;
";";;;
ha;;;
l';;;
avant;;;
du;;;
navire;;;
on;;;
avait;;;
allume;;;
une;;;
grosse;;;
lanterne;;;
0;;;
"
";;;
et;;;
0;;;
ma;;;
foi;;;
0;;;
en;;;
presence;;;
de;;;
tous;;;
ces;;;
symptomes;;;
0;;;
je;;;
commencais;;;
a;;;
etre;;;
"
";;;
emu;;;
...;;;
A;;;
ce;;;
moment;;;
0;;;
quelqu';;;
un;;;
dit;;;
pres;;;
de;;;
moi;;;
:;;;
aVoila;;;
Lyon;;LOC;
ln;;;
En;;;
"
";;;
meme;;;
temps;;;
la;;;
grosse;;;
cloche;;;
se;;;
mit;;;
a;;;
sonner;;;
.;;;
C';;;
etait;;;
Lyon;LOC;LOC;
.;;;
"
";;;
Confusement;LOC;NA;
0;;;
dans;;;
le;;;
brouillard;;;
0;;;
je;;;
vis;;;
des;;;
lumieres;;;
briller;;;
sur;;;
l';;;
une;;;
"
";;;
et;;;
sur;;;
l';;;
autre;;;
rive;;;
";";;;
nous;;;
passames;;;
sous;;;
un;;;
pont;;;
0;;;
puis;;;
sous;;;
un;;;
autre;;;
.;;;
"
";;;
A;LOC;NA;
chaque;;;
fois;;;
l';;;
enorme;;;
tuyau;;;
de;;;
la;;;
machine;;;
se;;;
courbait;;;
en;;;
deux;;;
et;;;
"
";;;
crachait;;;
des;;;
torrents;;;
d';;;
une;;;
fumee;;;
noire;;;
qui;;;
faisait;;;
tousser;;;
...;;;
Sur;;;
le;;;
"
";;;
bateau;;;
0;;;
c';;;
etait;;;
un;;;
remue;;;
0;;;
menage;;;
effroyable;;;
.;;;
Les;;;
passagers;;;
cherchaient;;;
"
";;;
leurs;;;
malles;;;
";";;;
les;;;
matelots;;;
juraient;;;
en;;;
roulant;;;
des;;;
tonneaux;;;
dans;;;
"
";;;
1'ombre;;;
.;;;
Il;;;
pleuvait;;;
..;;;
"
";;;
e;;;
me;;;
hatai;;;
de;;;
rejoindre;;;
ma;;;
mere;;;
0;;;
Jacques;PER;PER;
et;;;
la;;PER;
vieille;;PER;
Annou;LOC;PER;
qui;;;
"
";;;
etaient;;;
a;;;
l';;;
autre;;;
