Token;Label;gold
elle;;
.;;
CommePRRMIRR;MISC;NA
PARTIR;MISC;NA
.;;
"
";;
on;;
nus;;
a;;
haeuueup;PER;NA
donne;;
aujourd'hui;;
ot;;
que;;
je;;
"
";;
auis;LOC;NA
trs;LOC;NA
0;;
lusse;;
;;
ja;PER;NA
me;PER;NA
rpaserai;;
deomain;;
tout;;
la;;
"
";;
joura;;
;;
pour;;
aoir;;
ha;;
frso;;
daller;;
smei;PER;MISC
dans;;MISC
"
";;
notra;PER;NA
villag;PER;NA
;;
prisr;LOC;
mattra;;PER
Guillaumo;LOC;PER
de;;
m';;
appor-;;
"
";;
ter;MISC;NA
mon;MISC;NA
lit;MISC;
.;;
n;;
"
";;
(;;
atharine;PER;PER
et;;
ea;;
flle;;
regertent;;
l;;
hraselst;;
.;;
"
";;
Ls;ORG;NA
lndemain;ORG;NA
matin;ORG;NA
;;
Cutherino;PER;PER
mpeign;PER;NA
les;;
"
";;
grands;;
cheveux;;
noirs;;
d;;
sn;;
petit;;
fillo;;
avese;;
oneore;;
"
";;
plus;;
de;;
asoin;;
qui;;
ordinaire;;
";";;
oll;;
lui;;
lava;;
le;;
vi-;;
"
";;
aage;;
at;;
les;;
mains;;
;;
l';;
habilla;;
le;;
plus;;
propement;;
"
";;
quolle;;
lo;;
put;;
;;
et;;
olles;;
partirent;;
pour;;
aller;;
ches;;
"
";;
Mc;PER;PER
Dumont;PER;PER
.;;
"
";;
ElIea;LOC;NA
arrivbrent;;
devant;;
une;;
grill;;
qui;;
servait;;
ds;;
"
";;
porte;;
i;MISC;NA
un;MISC;NA
beau;MISC;NA
jardin;MISC;NA
";";;
mais;;
;;
commo;;
il;;
ny;;
avait;;
];;
"
";;
personne;;
;;
Cutherine;PER;PER
suivit;;
le;;
mur;;
et;;
vit;;
unegrande;;
"
";;
c;;
:;;
z;;
:;;
:;;
:;;
:;;
"
";;
ceau;;
de;;
pain;;
et;;
deux;;
sous;;
.;;
"
 ";;
arei;LOC;NA
;;
mdemoisells;LOC;NA
;;
dit;;
Ctherin;PER;PER
";";;
meis;;
je;;
"
";;
voudrais;;
parler;;
h;;
votre;;
dame;;
.;;
"
";;
LL;MISC;NA
 ;;
auwre;PER;NA
temme;PER;NA
;;
on;;
ne;;
peut;;
gee;;
ls;;
voir;;
"
 ";;
cette;;
heure;;
0;;
ci;;
.;;
"
";;
0;;
Eh;;
bien;;
l;;
voulea;;
-vous;;
lui;;
demander;;
si;;
c';;
est;;
"
";;
elle;;
qui;;
a;;
perdu;;
ce;;
que;;
j';;
ai;;
trouv6;;
hier;;
sur;;
la;;
"
";;
grande;;
route;;
 ;;
sn;;
"
";;
Et;;
elle;;
montra;;
le;;
bijou;;
;;
qu';;
elle;;
avait;;
enveloppe;;
"
";;
d';;
un;;
chiffon;;
bien;;
blane;;
.;;
"
";;
a;;
Justement;;
l;;
e';;
est;;
le;;
bracelet;;
que;;
madame;;
a;;
"
";;
perdu;;
hier;;
en;;
se;;
promenant;;
avee;;
les;;
anfhntsl;;
lle;;
"
";;
va;;
8tre;;
bien;;
contente;;
de;;
le;;
retrouver;;
";";;
oar;MISC;NA
nousMAMCG;MISC;NA
D;MISC;NA
JRANN;MISC;PER
.;;
"
";;
l';;
avons;;
eherh6;;
jusqu';;
h;;
la;;
nuit;;
.;;
Ie;PER;NA
vais;;
la;;
lui;;
por-;;
"
";;
tor;;
:;;
an;;
attendant;;
;;
ma;;
brave;;
fmme;PER;NA
;;
aayea;PER;NA
0;PER;NA
voua;PER;NA
"
";PER;NA
asur;PER;NA
le;PER;NA
hana;PER;NA
.;;
Patito;ORG;NA
;;
vions;;
avaa;;
moi;;
;;
tu;;
rendras;;
"
";;
toi;;
0;;
mme;;
le;;
braselaet;LOC;NA
a;;
madame;;
.;;
"
";;
Ia;;PER
patit;;PER
Ieanne;LOC;PER
regarda;;
asa;PER;NA
mbre;PER;NA
;;
qui;;
lui;;
dit;;
:;;
"
";;
a;;
VWa;PER;NA
;;
ma;;
flllo;;
;;
at;;
sois;;
bion;PER;NA
honnt;PER;NA
.;;
n;;
"
";;
Mailamo;PER;PER
umont;;PER
.;;
"
";;
Ia;;PER
servanto;LOC;PER
prit;;
launne;LOC;PER
pur;;
la;;
main;;
et;;
la;;
fit;;
en-;;
"
";;
trer;;
dans;;
Ia;MISC;LOC
maison;MISC;LOC
.;;
Elles;;
montbrent;;
un;;
grand;;
"
";;
esealier;;
et;;
traversbrent;;
une;;
chambre;;
ploine;;
da;PER;NA
"
";PER;NA
beuaux;PER;NA
meuhles;PER;NA
.;;
lennne;LOC;PER
ouvrait;;
do;PER;NA
gcands;PER;NA
yeux;PER;NA
;;
cur;;
"
";;
olle;;
n';;
avait;;
jamais;;
rian;;
vu;;
de;;
semblable;;
.;;
Elles;;
en-;;
"
";;
trbrent;;
duns;;
une;;
autre;;
humbre;;
ou;;
il;;
y;;
avait;;
deux;;
"
";;
lits;;
tout;;
blanos;;
.;;
Mme;PER;PER
Dumont;PER;PER
6tait;;
occupee;;
 ;;
pei-;;
"
";;
gner;;
les;;
cheveux;;
blonds;;
d';;
une;;
petite;;
demoisello;;
"
";;
qui;;
6tait;;
de;;
lge;;
de;;
Jeanne;PER;PER
;;
et;;
qui;;
se;;
mit;;
i;PER;NA
diro;PER;NA
:;;
"
";;
a;;
Ahl;ORG;NA
maman;ORG;PER
;;
la;;
jolie;;
ptite;;
fille;;
";";;
voyez;;
doneln;;
"
";;
Mme;PER;PER
Dumont;PER;PER
leva;;
les;;
yeux;;
;;
et;;
sa;;
servante;;
lui;;
"
";;
dit;;
:;;
"
";;
a;;
Cstte;PER;NA
enfant;;
a;;
trouv6;;
le;;
bracelet;;
de;;
ma-;PER;NA
"
";PER;NA
dame;PER;NA
et;;
vient;;
le;;
lui;;
rapporter;;
.;;
Allons;;
;;
petite;;
;;
"
";;
avanee;PER;NA
done;PER;NA
";";;
madame;PER;NA
est;;
bien;;
bonne;;
";";;
n;;
aie;;
pas;;
"
";;
peurl;;
w;;
"
";;
.;;
eanne;;PER
se;;
laissa;;
mener;;
par;;
la;;PER
servante;;PER
en;;
tenant;;
"
";;
la;;
tte;ORG;NA
haissee;ORG;NA
et;;
sans;;
oser;;
seulement;;
lever;;
les;;
"
";;
yeux;;
.;;
"
";;
ILa;MISC;NA
dame;;
lui;;
dit;;
:;;
"
";;
e;;
Tu;;
ne;;
sais;;
pas;;
tout;;
le;;
plaisir;;
que;;
tu;;
me;;
fais;;
;;
"
";;
mon;;
enfant;;
;;
en;;
me;;
rapportant;;
ee;;
bracelet;;
.;;
Qui;;
"
";;
es;;
0;;
tu;;
donc;;
 ;;
sPnEMIRRR;;
ARTIR;PER;NA
.;;
"
";;
Comma;PER;NA
laeunno;PER;PER
ne;;
diauit;PER;NA
rin;PER;NA
;;
lu;;
aarvante;;
r6pan-;;
"
";;
dit;;
pour;;
lle;PER;NA
"
";PER;NA
Mndame;PER;NA
;;
sa;;
mr;;
eat;;
an;;
has;;
 ;;
la;;
porto;LOC;NA
";";;
o';;
ost;;
"
";;
une;;
puuvr;PER;NA
fno;PER;NA
qui;;
domuando;PER;NA
sen;PER;NA
pi;PER;NA
"
";PER;NA
0;PER;NA
Js;PER;NA
daaaendruai;PER;NA
la;;
voir;;
aussitt;;
que;;
jaurai;PER;NA
re-;PER;NA
"
";PER;NA
lav6;PER;NA
les;PER;NA
chavaux;PER;NA
d';PER;NA
Isaure;LOC;PER
.;;
"
";;
--;;
Madalains;LOC;PER
;;
s';;
oria;;
Ia;;
ptit;;
demisells;;
"
";;
blnds;PER;NA
;;
jespo;PER;NA
qu;PER;NA
tn;MISC;NA
no;MISC;NA
dires;MISC;NA
plwe;MISC;NA
que;;
le;;
"
";;
endrli;;MISC
ost;;
un;;
jour;;
ds;;
malheur;;
:;;
tu;;
vois;;
bien;;
"
";;
que;;
lon;PER;NA
peut;;
tro;MISC;NA
heuroux;MISC;NA
ca;MISC;NA
jourl;MISC;NA
tout;;
eommo;;
"
";;
tin;;
uutro;;
.;;
"
";;
0;;
Et;;
e;;
n;;
eux;;
p;;
quil;;
ny;;
it;;
d;;
honheus;PER;NA
"
";;
que;;
pour;;
moi;;
aujourd'hui;;
;;
ajouta;;
Mmo;PER;PER
Dumont;PER;PER
";";;
"
";;
cstto;;
pauvrs;;
femme;;
sea;;
bien;;
resompenee-;;
"
";;
Mmie;PER;PER
Dumont;PER;PER
descendit;;
ualors;;
;;
suivie;;
d';;
Isaure;PER;PER
et;;
"
";;
do;;
la;;PER
servante;;PER
;;
qui;;
tenait;;
toujours;;
Janne;PER;PER
pas;;
la;;
"
";;
main;;
.;;
Quand;;
llo;PER;NA
fut;;
urriveo;;
au;;
bas;;
de;;
l';;
esealier;;
;;
"
";;
ll;;
appela;;
Catherine;PER;PER
;;
et;;
;;
la;;
voyant;;
si;;
ple;ORG;NA
;;
ell;ORG;NA
l;;
"
";;
fit;;
asseoir;;
.;;
"
";;
a;;
O;LOC;NA
avez;;
-vous;;
done;;
trouv6;;
mon;;
braeelet;;
?;;
"
";;
0;;
Madame;PER;NA
;;
e';PER;NA
est;;
Jeane;PER;PER
;;
ma;;
petite;;
fille;;
;;
qui;;
la;;
"
";;
vu;;
reluire;;
au;;
soleil;;
et;;
qui;;
l';;
a;;
ruamass6;;
au;;
hord;MISC;NA
du;;
"
";;
foss8;;LOC
sur;;
la;;
route;;
"
";;
i;;
;;
a;;
narco;MISC;NA
do;MISC;NA
o;MISC;NA
rairee;MISC;NA
"
";;
voici;;
quinze;;
franes;;
pour;;
vous;;
reeompenser;;
de;;
"
";;
votre;;
probit6;MISC;NA
.;;
"
  ";;
rei;;
;;
madams;ORG;NA
:;;
i;PER;NA
nai;PER;NA
fit;;
qe;PER;NA
mss;PER;NA
];;
"
";;
deoir;;
en;;
vous;;
rendant;;
ee;;
qui;;
vous;;
appartient;;
";";;
je;;
];;
"
";;
ne;;
dois;;
pas;;
en;;
etre;;
recompensee;ORG;NA
.;;
"
";;
GiaaeeeI;PER;NA
"
";;
plaisir;;
;;
je;;
veux;;
vous;;
en;;
faire;;
un;;
aussi;;
:;;
prene;;
];;
"
";;
done;;
cet;;
argent;;
.;;
NFaN;LOC;NA
B;LOC;NA
JIEANNR;;PER
.;;
"
";;
0;;
Que;;
ieu;;MISC
vous;;
banisso;PER;NA
;;
mndme;LOC;NA
;;
ur;LOC;NA
lo;LOC;NA
"
";LOC;NA
bion;LOC;NA
que;;
vous;;
ma;;
faitssl;;
"
";;
0;;
Mais;;
;;
ditaa;PER;NA
-moi;;
:;;
il;;
me;;
aembl;;
que;;
je;;
ne;;
vous;;
"
";;
i;PER;NA
jamuis;PER;NA
vu;;
dans;;
ee;MISC;NA
pya;MISC;ORG
0;MISC;NA
eit;MISC;NA
Pourquoi;;
mndioa-;;
"
";;
vous;;
done;;
;;
6tant;;
oncuro;LOC;NA
dans;;
la;;
farae;;
do;;
l';;
gaf;LOC;NA
"
";LOC;NA
0;;
Cest;;
que;;
;;
maduame;LOC;NA
;;
jy;;
suias;;
tore6a;;
pur;;
mu;;
"
";;
grande;;
misbra;;
.;;
n;;
"
";;
Alors;;
elle;;
raeonta;;
son;;
mulheur;;
et;;
la;;
charit6;LOC;NA
da;LOC;NA
"
";LOC;NA
lua;;PER
mbre;;PER
Nunnetta;;PER
.;;
"
";;
a;;
Ctherine;PER;PER
;;
vous;;
envarrez;PER;NA
volr;PER;NA
patits;PER;NA
flllo;PER;NA
iei;PER;NA
"
";;
tous;;
les;;
vendredis;;
;;
et;;
j;;
lui;;
donnerai;;
une;;
pice;;
du;;
"
";;
inquunte;;MISC
centimes;;MISC
.;;
"
";;
--;;
(;;
Que;MISC;NA
Dieu;MISC;MISC
vous;MISC;NA
recompense;MISC;NA
;;
madamel;PER;NA
n;PER;NA
"
";PER;NA
KEt;;
Catherine;;PER
;;
ayat;;
prias;;
aa;;
fille;;
par;;
la;;
main;;
;;
"
";;
sortit;;
pour;;
retourner;;
chez;;
la;;PER
mbre;MISC;PER
Nannette;MISC;PER
.;;
"
";;
En;;
entrant;;
;;
elle;;
lui;;
presenta;;
les;;
trois;;
piess;;
de;;
"
";;
oinq;;MISC
franes;;MISC
quon;;
lui;;
wvait;;
donnes;;
:;;
"
";;
s;;
Prene;;
0;;
les;;
;;
mre;PER;PER
Nannette;PER;PER
";";;
ga;;
vous;;
ddomma-;;
"
";;
gera;;
un;;
peu;;
";";;
car;;
il;;
nest;;
pas;;
juste;;
que;;
vous;;
me;;
lo-;;
"
";;
giez;;
poeur;;
rien;;
si;;
je;;
puis;;
vous;;
donner;;
quelque;;
chose;;
.;;
"
";;
0;;
Vous;;
savez;;
bien;;
;;
Catherine;PER;PER
;;
que;;
je;;
ne;;
veux;;
"
";;
rien;;
aeeepter;;
pour;;
cela;;
";";;
ce;;
n';;
est;;
pas;;
une;;
grande;;
"
";;
gene;;
pour;;
moi;;
de;;
vous;;
avoir;;
dans;;
ma;;
maison;;
;;
qui;;
"
";;
eut;;
nous;;
loger;;
toutes;;
les;;
deux;;
";";;
mon;;
feu;;
peut;;
"
";;
faire;;
bouillir;;
votre;;
pot;;
en;;
meme;;
temps;;
que;;
le;;
mien;;
.;;
"
";;
Mais;;
donnez;;
-moi;;
votre;;
argent;;
";";;
je;;
vous;;
le;;
garderai;;
"
";;
pour;;
acheter;;
ce;;
qui;;
vous;;
sera;;
necessaire;;
.;;
"
";;
Gatharine;PER;PER
va;;
dans;;
san;LOC;NA
viilage;LOC;NA
.;;
"
";;
Apres;LOC;NA
setre;PER;NA
reposee;PER;NA
tout;;
le;;
reste;;
de;;
la;;
journ6e;;
;;
"
";;
Catherine;PER;PER
se;;
soucha;;
de;;
bonne;;
heure;;
.;;
Le;;
lende;;
0;;
RMIRn;;
PARIIR;;
.;;
"
";;
muin;PER;NA
lla;PER;NA
avella;PER;NA
laeanna;PER;PER
de;;
han;PER;NA
matn;PER;NA
";";;
elle;;
l';;
ha-;;
"
";;
hilla;PER;NA
at;PER;NA
lui;;
luva;PER;NA
lea;PER;NA
mains;;
et;;
lo;PER;NA
visag;PER;NA
";";;
puis;;
;;
aprbs;;
"
";;
lui;;
avoir;;
fait;;
fira;;
sa;;
pribra;;
;;
ella;;
lui;;
dit;;
:;;
"
";;
a;;
Ma;PER;NA
fllle;PER;NA
;;
il;;
faut;;
qu;;
j';;
aille;;
a;;
notre;;
villago;;LOC
pour;;
"
";;
prier;;
maltre;;PER
Guillaume;PER;PER
da;PER;NA
muamenaer;PER;NA
isi;PER;NA
notra;PER;NA
"
";;
pauvre;;
mobilier;;
.;;
le;;
ne;;
peux;;
pa;PER;NA
tammaner;PER;NA
;;
tu;;
es;;
"
";;
trop;;
potit;;
pour;;
fire;MISC;NA
tnt;MISC;NA
da;MISC;NA
chemin;MISC;NA
";";;
tu;;
no;;
mar-;;
"
";;
horuais;;
pns;;
ponduanl;PER;NA
trois;;
lieues;;
de;;
suite;;
.;;
Si;;
la;;PER
"
";;PER
mre;;PER
Nunnette;PER;PER
;;
qui;;
ost;;
une;;
brave;;
femme;;
;;
veut;;
"
";;
bian;;
ta;;
garder;;
aee;;
ello;;
pendant;;
ce;;
tmps;;
0;;
lh;;
;;
jirai;;
"
";;
trouver;;
mattr;PER;PER
Guillaume;PER;PER
;;
ot;;
tu;;
mattandras;;
ioi;;
";";;
"
";;
jae;PER;NA
oouchorai;PER;NA
dans;;
aa;MISC;NA
grunge;MISC;LOC
;;
et;;
demain;;
de;;
honno;LOC;NA
"
";;
heura;;
je;;
serai;;
de;;
retour;;
.;;
"
";;
i;;
id;;
innno;;
ilun;;
n;;
wss;LOC;NA
:;;
pei;PER;NA
e;PER;NA
"
";PER;NA
olle;PER;NA
eut;;
consid6r6;;
la;;
bonne;;
flgure;;
de;;
la;;PER
mbere;;PER
Nan-;;PER
"
";;PER
nette;;PER
;;
elle;;
dit;;
qu';;
elle;;
voulait;;
bien;;
rester;;
";";;
Cathe-;PER;PER
];;PER
"
";;PER
rine;;PER
partit;;
;;
et;;
euanne;;PER
;;
sappreehant;PER;NA
tout;;
douee-;;
];;
"
";;
ment;;
de;;
la;;PER
mre;MISC;PER
Nannette;MISC;PER
;;
lui;;
dit;;
:;;
"
 ";;
vules;;
0;;
ous;;
memmener;;
aux;;
champs;;LOC
aee;;
];;
"
";;
vous;;
 ;;
je;;
garderai;;
bien;;
les;;
oisons;;
.;;
"
";;
-0i;;
;;
ma;;
Jeanne;PER;PER
;;
je;;
ne;;
demande;;
pas;;
mieux;;
.;;
"
";;
Aprs;;
lavoir;;
fait;;
d6jeuner;;
aee;;
elle;;
;;
la;;PER
mere;;PER
];;PER
"
";;PER
Nannette;LOC;PER
amena;;
les;;
oisons;;
sous;;
le;;
noyer;;
;;
et;;
leanne;;PER
];;
"
";;
lesgarda;;
pendant;;
que;;
la;;
vieille;;
femms;;
d6taehaitea;;
];;
"
";;
vaehe;;
et;;
sa;;
ehbvre;;
.;;
Cette;;
petite;;
sentendait;;
si;;
bienh;PER;NA
];;
"
";;
conduire;;
les;;
oies;;
et;;
i;;
les;;
empecher;;
de;;
faire;;
du;;
dom-;;
];;
"
";;
mage;;
;;
que;;
la;;PER
mre;;PER
Nainnette;PER;PER
en;;
6tait;;
tout;;
etonnea;;
.;;
];;
"
";;
ers;;
les;;
dix;;
heures;;
;;
comme;;
il;;
eommengait;;
h;;
];;
"
";;
faire;;
chaud;;
;;
elles;;
firent;;
rentrer;;
les;;
betes;;
;;
qui;;
ne;;
];;
"
";;
voulaient;;
plns;PER;NA
manger;PER;NA
dehors;;
;;
paree;;
qu';;
elles;;
];;
"
";;
6taient;;
tourmentees;;
par;;
les;;
mouches;;
.;;
Jeanne;PER;PER
vou-;;
];;
"
";;
lut;;
0;;
ensuite;;
aller;;
a;;
l';;
herhe;;
";";;
elle;;
en;;
ramassa;;
un;;
bon]NANG;;
D;ORG;NA
JANNH;ORG;NA
.;;
"
";;
petit;;
puaquet;;
qu';;
ellae;LOC;NA
lia;;
dans;;
sun;ORG;NA
tablier;;
;;
et;;
olla;;
la;;
"
";;
pst;MISC;NA
su;;
sa;;
tte;;
an;;
l;;
maintanant;;
avea;;
80s;;
deux;;
"
";;
petites;;
mains;;
;;
pour;;
le;;
raporter;;
a;;
la;;
maisn;;
.;;
ILa;MISC;PER
"
";;PER
mbre;;PER
Nannetta;;PER
lui;;
donnu;;
des;;
prunes;;
pour;;
ason;PER;NA
gou-;PER;NA
"
";PER;NA
ter;PER;NA
";";;
et;;
;;
quand;;
la;;
haleur;;
fut;;
tomhee;LOC;NA
;;
alles;LOC;NA
flrant;;
"
";;
sortir;;
oneore;LOC;NA
les;;
hestiaux;LOC;NA
;;
et;;
ne;;
les;;
ramanbrent;;
"
";;
qu';;
i;;
la;;
brune;LOC;NA
;;
en;;
puaasuant;;
puar;;
l';;
abrauvoir;;
.;;
On;;
leur;;
"
";;
donna;;
pour;;
la;;
nuit;;
uno;;
grande;;
partio;;
de;;
lherba;;
"
";;
qui;;
avait;;
te6;PER;NA
ramass6e;;
.;;
ILa;MISC;PER
mre;;PER
Nannette;LOC;PER
fit;;
une;;
"
";;
honne;;
soupo;;
aux;;
pommes;;
de;;
terro;;
;;
et;;
Jeanne;PER;PER
;;
qui;;
"
";;
n'6tait;;
pus;;
habituee;;
 ;;
en;;
avoir;;
de;;
pareille;;
;;
en;;
"
";;
mangea;;
uno;PER;NA
grande;PER;NA
assiettee;PER;NA
";";;
puis;;
elle;;
se;;
coueha;;
.;;
"
";;
Lenfant;;
6tait;;
bien;;
un;;
peu;;
lasse;;
;;
mais;;
tres;;
0;;
contente;;
"
";;
d';;
avoir;;
aid6;;
la;;PER
mbre;MISC;PER
Nannette;MISC;PER
.;;
"
";;
Ia;;PER
mtre;;PER
Mannaetto;;PER
mne;;
eanne;;PER
h;;
la;;
messe;;
.;;
"
";;
Le;;
lendemain;;
;;
en;;
s';;
eveillant;;
;;
la;;PER
petite;;PER
Jeunne;LOC;PER
"
";;
appela;;
sa;;
mbra;;
";";;
puis;;
;;
se;;
souvenant;;
qu';;
elle;;
n'6tait;;
"
";;
pas;;
la;;
;;
elle;;
se;;
leva;;
;;
s';;
habilla;;
et;;
pria;;
la;;PER
mbre;;PER
Nan-;;PER
"
";;PER
nette;;PER
de;;
la;;
laver;;
et;;
de;;
la;;
peigner;;
;;
comme;;
faisait;;
"
";;
Catherine;PER;PER
";";;
ensuite;;
;;
elle;;
se;;
mit;;
 ;;
genoux;;
et;;
fit;;
sa;;
"
";;
priire;;
.;;
"
";;
a;;
Quelles;LOC;NA
prieres;LOC;NA
sais;LOC;NA
0;LOC;NA
tu;LOC;NA
 ;;
lui;;
demanda;;
la;;PER
mre;;PER
"
";;
Nannette;LOC;PER
.;;
"
";;
0;;
e;;
sais;;
Notre;PER;MISC
Pere;PER;MISC
et;;
Je;MISC;MISC
vous;MISC;MISC
sale;MISC;MISC
;;MISC
Marie;PER;MISC
.;;
"
";;
0;PER;NA
Dias;PER;NA
0;;
les;;
done;;
tout;;
haut;;
.;;
n;;
"
";;
eanne;;PER
les;;
r6ecita;LOC;NA
sans;;
en;;
manquer;;
un;;
mot;;
.;;
"
";;
Quand;;
alle;PER;NA
eut;;
fini;;
;;
eomme;;
elle;;
restait;;
enecore;LOC;NA
a;;
"
";;
genoux;;
;;
la.mere;;PER
Nannette;LOC;PER
lui;;
demanda;;
:;;
"
";;
a;;
Que;MISC;NA
dis;MISC;NA
0;MISC;NA
tu;MISC;NA
done;MISC;NA
encore;;
f;PER;NA
"
";PER;NA
0;;
Je;;
demande;;
au;;
bon;;
Dieu;MISC;MISC
d';;
avoir;;
piti6;;
derFREMIRRE;;
PAHYTIk;MISC;NA
.;;
"
";;
nous;;
at;;
de;;
bnir;;
tous;;
eaux;;
qui;;
nous;;
assislont;;
";";;
"
";;
io;;
dis;;
votra;MISC;NA
nom;;
lo;;
premir;PER;NA
et;;
celui;;
de;;
Mme;PER;PER
Du-;;PER
"
";;PER
mont;;PER
apres;;
.;;
Maman;;PER
me;;
la;;
fait;;
diro;PER;NA
aomme;PER;NA
eela;PER;NA
"
";;
hier;;
.;;
n;;
"
";;
la;;
messe;;
sonna;;
;;
t;;
la;;PER
mbre;;PER
Nannette;;PER
prit;;
ses;;
"
";;
leaux;;
hahits;;
.;;
Elle;;
regarda;;
la;;PER
potite;;PER
leanno;;PER
;;
aet;LOC;NA
;;
lui;;
"
";;
voyant;;
un;;
fichu;;
tout;;
dshir6;;
;;
elle;;
lui;;
en;;
mit;;
un;;
"
";;
des;;
sions;;
";";;
puis;;
elles;;
puartirent;;
pour;;
leglise;LOC;LOC
;;
em-;;
"
";;
portant;;
chuacune;PER;NA
sa;;
chaise;;
.;;
"
";;
Pendant;;
toute;;
la;;
messe;;
;;
Jeanne;PER;PER
tint;;
un;;
chapelet;;
"
";;
quo;;
lui;;
avait;;
pret;;
la;;PER
mre;MISC;PER
Nanntte;MISC;PER
;;
et;;
dit;;
seas;;
"
";;
pribres;;
.;;
Elle;;
ne;;
tourna;;
point;;
Ia;;
tle;;
pour;;
voir;;
qui;;
"
";;
entrait;;
ni;;
qui;;
sortait;;
";";;
elle;;
se;;
mettait;;
a;;
genoux;;
en;;
"
";;
iumo;;
temps;;
que;;
tout;;
le;;
monde;;
;;
et;;
se;;
relevait;;
"
";;
coIme;LOC;NA
les;;
autres;;
.;;
"
";;
M.;;PER
le;;PER
eur6;MISC;PER
;;
aprbes;PER;NA
la;PER;NA
messe;PER;NA
;;
demanda;;
 ;;
la;;PER
mero;PER;PER
"
";PER;PER
Nannette;PER;PER
oi;;
elle;;
avait;;
pris;;
cette;;
enfant;;
0;;
la;;
.;;
Alors;;
"
";;
elle;;
lui;;
raeonta;;
l';;
histoire;;
de;;
Catherine;PER;PER
.;;
"
";;
a;;PER
Mere;PER;PER
Nannette;PER;PER
;;
vous;;
etes;;
une;;
digne;;
femmne;;
;;
"
";;
lui;;
dit;;
-il;;
";";;
la;;
parole;;
de;;
Dieu;MISC;MISC
n';;
est;;
pas;;
perdue;;
pour;;
"
";;
OUB;LOC;NA
.;;
"
";;
Retour;MISC;NA
de;MISC;NA
Catherine;MISC;PER
.;;
"
";;
Vers;;
midi;;
;;
lon;;
vit;;
venir;;
mattre;;PER
Guillaume;PER;PER
dans;;
"
";;
une;;
charrette;;
attel6e;;
d';;
un;;
bel;;
ane;PER;NA
brun;PER;NA
.;;
l;;
s';;
arreta;;
];;
"
";;
devant;;
la;;
porte;;
de;;
la;;PER
mhre;LOC;PER
Nannette;LOC;PER
;;
et;;
fit;;
descen-;;
];;
"
";;
dre;PER;NA
Catherine;PER;PER
;;
qui;;
fut;;
bien;;
contente;;
de;;
revoir;;
sa;;
];;
"
";;
petite;;PER
Jeanne;PER;PER
quelle;;
n';;
avait;;
jamais;;
quittee;;
aupa-;;
"
";;
ravant;;
.;;
Elle;;
ddtela;;
lane;;
";";;
la;;PER
mre;;PER
Nannette;LOC;PER
le;;
prit;;
];;
"
";;
par;;
le;;
licou;;
pour;;
lattacher;LOC;NA
dans;;
l'6table;;LOC
a;;
a0;;
t;;
de;;
];;
"
";;
sa;;
vaehe;;
";";;
puis;;
ello;PER;
remplit;;
lo;PER;
rAtelier;PER;
de;;
bon;;
tfle;;
;;
];;
"
";;
et;;
revint;;
aider;;
Guillaume;PER;PER
i;PER;NA
descendre;;
le;;
coffre;;
et]KNFANCR;;
DRB;MISC;NA
JANNE;MISC;PER
.;;
"
";;
];;
"
";;
1e;;
lit;;
da;;
Ctherine;PER;PER
.;;
Ce;;
lit;;
avait;;
des;;
rideaux;;
de;;
toue;PER;NA
];;
"
";;
ruay6e;;
et;;
una;;
paillasasa;;
que;;
Guillauma;LOC;PER
avait;;
rem-;;
];;
"
";;
plie;;
de;;
puille;;
frathe;;
;;
en;;
souvenir;;
de;;
son;;
amitie;;
"
";;
HI;;
"

";;
aI;;
"
";;
:;;
"
";;
I;LOC;NA
"
";;
r'I;;
"
";;
E;LOC;NA
"
";;
h;;
"


";;
Ki;PER;NA
"
";PER;NA
L;PER;NA
"
";PER;NA
I;PER;NA
"
";PER;NA
I;PER;NA
"
";PER;NA
I;PER;NA
"
";PER;NA
I;PER;NA
"
";PER;NA
I;PER;NA
"
";;
.;;
"
";;
I;MISC;NA
"

";MISC;NA
G;MISC;NA
"
";MISC;NA
LLE2;MISC;NA
"
";;
A;MISC;NA
"

";MISC;NA
I;MISC;NA
"
";MISC;NA
II1;MISC;NA
"
";MISC;NA
I;MISC;NA
"
";;
----l;;
;;
"

 
";;
MI;ORG;NA
"
";ORG;NA
N;ORG;NA
"
 ";ORG;NA
I;ORG;NA
"
";;
"""";;
W;ORG;NA
"



";ORG;NA
I3;ORG;NA
"
";;
l;;
"


";;
I;MISC;NA
S;MISC;NA
"
";;
k;;
0;;
at;;
"
";;
N;;
"
";;
3;;
.;;
"
";;
Ia;;
"
";;
II;;
"

";;
--ggg;;
"
";;
eanna;;
Aette;MISC;NA
e;MISC;NA
prlres;MISC;NA
.;;
"
";;
pour;;
son;;
parent;;
;;
lhomme;;
d6funt;;
de;;
Catherine;PER;PER
.;;
Il;;
"
";;
y;;
avuait;;
aussi;;
une;;
petite;;
chaise;;
.;;
On;;
monta;;
le;;
ciel;;
"
";;
du;;
lit;;
dans;;
un;;
coin;;
de;;
la;;LOC
chambre;;LOC
;;
qui;;
6tait;;
fortPRMIIRRE;;
AHTI;ORG;NA
.;;
"
";;
ade;;
";";;
on;;
mit;;
l;;
ohlit;;
dessous;;
at;;
 ;;
l;;
;;
coffhe;LOC;NA
au;;
"
";;
pied;;
hu;PER;NA
lit;PER;NA
.;;
"
";;
x;;
A;MISC;NA
present;MISC;NA
quo;MISC;NA
tout;MISC;NA
est;;
ani;;
0;;
