Token;Label_LM;Label_CF;Label_MB
grand;;;
frere;;;
l';;;
abbe;PER;;
dit;;;
"
";;;
qu';;;
avant;;;
toute;;;
chose;;;
on;;;
devait;;;
m';;;
envoyer;;;
a;;;
confesse;;;
,;;;
puisque;;;
j';;;
avais;;;
"
";;;
l';;;
age;;;
de;;;
raison;;;
.;;;
On;;;
me;;;
mena;;;
a;;;
confesse;;;
.;;;
Grande;;;
affairel;;;
Il;;;
fallait;;;
"
";;;
ramasser;;;
dans;;;
tous;;;
les;;;
coins;;;
de;;;
ma;;;
conscience;;;
un;;;
tas;;;
de;;;
vieux;;;
peches;;;
"
";;;
qui;;;
trainaient;;;
l;;;
depuis;;;
sept;;;
ans;;;
.;;;
e;;;
ne;;;
dormis;;;
pas;;;
de;;;
deux;;;
nuits;;;
";";;;
"
";;;
c';;;
est;;;
qu';;;
il;;;
y;;;
en;;;
avait;;;
toute;;;
une;;;
paneree;;;
de;;;
ces;;;
diables;;;
de;;;
peches;;;
";";;;
j';;;
avais;;;
"
";;;
mis;;;
les;;;
plus;;;
petits;;;
dessus;;;
,;;;
mais;;;
c';;;
est;;;
egal;;;
,;;;
les;;;
autres;;;
se;;;
voyaient;;;
,;;;
et;;;
"
";;;
lorsque;;;
,;;;
agenouille;;;
dans;;;
la;;;
petite;;;
armoire;;;
de;;;
chenc;;;
,;;;
il;;;
fallut;;;
montrer;;;
"
";;;
tout;;;
cela;;;
au;;;
cure;PER;;PER
des;PER;;PER
Recollets;PER;MISC;PER
,;;;
je;;;
crus;;;
que;;;
je;;;
mourrais;;;
de;;;
peur;;;
et;;;
de;;;
"
";;;
confusion;;;
...;;;
"
";;;
Ce;;;
fut;;;
fini;;;
.;;;
Je;;;
ne;;;
voulus;;;
plus;;;
jouer;;;
avec;;;
Rouget;PER;PER;PER
";";;;
je;;;
savais;;;
mainte-;;;
"
";;;
nant;;;
,;;;
c';;;
est;;;
saint;PER;MISC;MISC
Paul;PER;MISC;MISC
qui;;;
l';;;
a;;;
dit;;;
et;;;
le;;;PER
cure;PER;;PER
des;PER;;PER
Recollets;PER;MISC;PER
me;;;
le;;;
repeta;;;
,;;;
"
";;;
que;;;
le;;;
demon;;;
rode;;;
eternellement;;;
autour;;;
de;;;
nous;;;
comme;;;
un;;;
lion;;;
,;;;
"
";;;
qterens;;;
quem;;;
deoret;;;
.;;;
Ohl;;;
ce;;;
querens;;;
quem;;;
deoret;;;
,;;;
quelle;;;
impression;;;
"
";;;
il;;;
me;;;
fitl;;;
Je;;;
savais;;;
aussi;;;
que;;;
cet;;;
intrigant;;;
de;;;
Lucifer;PER;PER;MISC
prend;;;
tous;;;
les;;;
"
";;;
visages;;;
qu';;;
il;;;
veut;;;
pour;;;
vous;;;
tenter;;;
";";;;
et;;;
vous;;;
ne;;;
m';;;
auriez;;;
pas;;;
ote;;;
de;;;
"
";;;
l';;;
idee;;;
qu';;;
il;;;
s';;;
etait;;;
cache;;;
dans;;;
la;;;
peau;;;
de;;;
Rouget;PER;PER;PER
pour;;;
m';;;
apprendre;;;
a;;;
"
";;;
jurer;;;
le;;;
nom;;;
de;;;
Dieu;PER;MISC;MISC
.;;;
Aussi;;;
,;;;
mon;;;
premier;;;
soin;;;
,;;;
en;;;
rentrant;;;
a;;;
la;;;
"
";;;
fabrique;;;
,;;;
fut;;;
d';;;
avertir;;;
Vendredi;;PER;MISC
qu';;;
il;;;
eut;;;
a;;;
rester;;;
chez;;;
lui;;;
dorenavant;;;
.;;;
"
";;;
Infortune;;;
Vendredil;;PER;MISC
Cet;;;
ukase;;;
lui;;;
creva;;;
le;;;
coeur;;;
,;;;
mais;;;
il;;;
s';;;
y;;;
conforma;;;
"
";;;
sans;;;
une;;;
plainte;;;
.;;;
Quelquefois;;;
,;;;
je;;;
l';;;
apercevais;;;
debout;;;
,;;;
sur;;;
la;;;
porte;;;
de;;;
"
";;;
la;;;
loge;;;
,;;;
du;;;
cote;;;
des;;;
ateliers;;;
";";;;
il;;;
se;;;
tenait;;;
la;;;
tristement;;;
";";;;
et;;;
lorsqu';;;
il;;;
voyait;;;
"
";;;
que;;;
je;;;
le;;;
regardais;;;
,;;;
le;;;
malheureux;;;
poussait;;;
pour;;;
m';;;
attendrir;;;
les;;;
plus;;;
"
";;;
effroyables;;;
rugissements;;;
,;;;
en;;;
agitant;;;
sa;;;
criniere;;;
flamboyante;;;
";";;;
mais;;;
plusy;;;
"
";;;
LE;;;
PETIT;;;
CHOSE;;;
"
";;;
il;;;
rugissait;;;
,;;;
plus;;;
je;;;
me;;;
tenais;;;
loin;;;
.;;;
Je;;;
trouvais;;;
qu';;;
il;;;
ressemblait;;;
au;;;
"
";;;
fameux;;;
lion;;;
querens;;;
.;;;
e;;;
lui;;;
criais;;;
:;;;
a;;;
Va;;;
-;;;
t';;;
enl;;;
tu;;;
me;;;
fais;;;
horreur.o;;;
"
";;;
Rouget;PER;PER;PER
s';;;
obstina;;;
a;;;
rugir;;;
ainsi;;;
pendant;;;
quelques;;;
jours;;;
";";;;
puis;;;
,;;;
un;;;
"
";;;
matin;;;
,;;;
son;;;
pere;;;
,;;;
fatigue;;;
de;;;
ses;;;
rugissements;;;
a;;;
domicile;;;
,;;;
l';;;
envoya;;;
rugir;;;
"
";;;
en;;;
apprentissage;;;
,;;;
et;;;
je;;;
ne;;;
le;;;
revis;;;
plus;;;
.;;;
"
";;;
Mon;;;
enthousiasme;;;
pour;;;
Robinson;PER;PER;MISC
n';;;
en;;;
fut;;;
pas;;;
un;;;
instant;;;
refroidi;;;
.;;;
"
";;;
Tout;;;
juste;;;
vers;;;
ce;;;
temps;;;
-;;;
la;;;
,;;;
l';;PER;PER
oncle;;PER;PER
Baptiste;PER;PER;PER
se;;;
degota;;;
subitement;;;
de;;;
"
";;;
son;;;
perroquet;;;
et;;;
me;;;
le;;;
donna;;;
.;;;
Ce;;;
perroquet;;;
remplaca;;;
Vendredi;;PER;MISC
.;;;
"
";;;
Je;;;
l';;;
installai;;;
dans;;;
une;;;
belle;;;
cage;;;
au;;;
fond;;;
de;;;
ma;;;
residence;;;
d';;;
hiver;;;
";";;;
et;;;
"
";;;
me;;;
voila;;;
,;;;
plus;;;
Crusoe;MISC;PER;MISC
que;;;
jamais;;;
,;;;
passant;;;
mes;;;
journees;;;
en;;;
tete;;;
a;;;
tete;;;
"
";;;
avec;;;
cet;;;
interessant;;;
volatile;;;
et;;;
cherchant;;;
a;;;
lui;;;
faire;;;
dire;;;
:;;;
 ;;;
Robinson;PER;PER;MISC
,;;;
"
";;;
mon;;;
pauvre;;;
Robinsonln;PER;PER;MISC
Comprenez;;;
-vous;;;
cela;;;
Ce;;;
perroquet;;;
,;;;
que;;;
"
";;;
l';;PER;PER
oncle;;PER;PER
Baptiste;PER;PER;PER
m';;;
avait;;;
donne;;;
pour;;;
se;;;
debarrasser;;;
de;;;
son;;;
eternel;;;
"
";;;
bavardage;;;
,;;;
s';;;
obstina;;;
a;;;
ne;;;
pas;;;
parler;;;
des;;;
qu';;;
il;;;
fut;;;
a;;;
moi;;;
...;;;
Pas;;;
plus;;;
"
 ";;;
mon;;;
pauvre;;;
Robinsonn;PER;PER;MISC
qu';;;
autre;;;
chose;;;
";";;;
jamais;;;
je;;;
n';;;
en;;;
pus;;;
rien;;;
tirer;;;
.;;;
"
";;;
Malgre;;;
cela;;;
,;;;
je;;;
l';;;
aimais;;;
beaucoup;;;
et;;;
j';;;
en;;;
avais;;;
le;;;
plus;;;
grand;;;
soin;;;
.;;;
"
";;;
Nous;;;
vivions;;;
ainsi;;;
,;;;
mon;;;
perroquet;;;
et;;;
moi;;;
,;;;
dans;;;
la;;;
plus;;;
austere;;;
"
";;;
solitude;;;
,;;;
lorsqu';;;
un;;;
matin;;;
il;;;
m';;;
arriva;;;
une;;;
chose;;;
vraiment;;;
extraordinaire;;;
.;;;
"
";;;
Ce;;;
jour;;;
-;;;
la;;;
,;;;
j';;;
avais;;;
quitte;;;
ma;;;
cabane;;;
de;;;
bonne;;;
heure;;;
et;;;
je;;;
faisais;;;
,;;;
arme;;;
"
";;;
jusqu';;;
aux;;;
dents;;;
,;;;
un;;;
voyage;;;
d';;;
exploration;;;
a;;;
travers;;;
mon;;;
fle;;;
...;;;
Tout;;;
h;;;
"
";;;
coup;;;
,;;;
je;;;
vis;;;
venir;;;
de;;;
mon;;;
cOote;;;
un;;;
groupe;;;
de;;;
trois;;;
ou;;;
quatre;;;
personnes;;;
,;;;
"
";;;
qui;;;
parlaient;;;
a;;;
voix;;;
tres;;;
haute;;;
et;;;
gesticulaient;;;
vivement;;;
.;;;
uste;;;
Dieul;;MISC;MISC
"
";;;
des;;;
hommes;;;
dans;;;
mon;;;
flel;;;
e;;;
n';;;
eus;;;
que;;;
le;;;
temps;;;
de;;;
me;;;
jeter;;;
derriere;;;
"
";;;
un;;;
bouquet;;;
de;;;
lauriers;;;
-;;;
roses;;;
,;;;
et;;;
a;;;
plat;;;
ventre;;;
,;;;
s';;;
il;;;
vous;;;
plaft;;;
...;;;
Les;;;
"
";;;
hommes;;;
passerent;;;
pres;;;
de;;;
moi;;;
sans;;;
me;;;
voir;;;
...;;;
Je;;;
crus;;;
distinguer;;;
la;;;
"
";;;
voix;;;
du;;;
concierge;PER;;PER
Colombe;PER;PER;PER
,;;;
ce;;;
qui;;;
me;;;
rassura;;;
un;;;
peu;;;
";";;;
mais;;;
,;;;
c';;;
est;;;
"
";;;
egal;;;
,;;;
des;;;
qu';;;
ils;;;
furent;;;
loin;;;
je;;;
sortis;;;
de;;;
ma;;;
cachette;;;
et;;;
je;;;
les;;;
suivis;;;
"
";;;
distance;;;
pour;;;
voir;;;
ce;;;
que;;;
tout;;;
cela;;;
deviendrait;;;
...;;;
"
";;;
Ces;;;
etrangers;;;
resterent;;;
longtemps;;;
dans;;;
mon;;;
ile;;;
...;;;
Ils;;;
la;;;
visiterent;;;
"
";;;
d';;;
un;;;
bout;;;
a;;;
l';;;
autre;;;
dans;;;
tous;;;
ses;;;
details;;;
.;;;
Je;;;
les;;;
vis;;;
entrer;;;
dans;;;
mes;;;
"
";;;
grottes;;;
et;;;
sonder;;;
avec;;;
leurs;;;
cannes;;;
la;;;
profondeur;;;
de;;;
mes;;;
oceans;;;
:;;;
De;;;
"
";;;
temps;;;
en;;;
temps;;;
ils;;;
s';;;
arretaient;;;
et;;;
remuaient;;;
la;;;
tete;;;
.;;;
Toute;;;
ma;;;
crainte;;;
"
";;;
etait;;;
qu';;;
ils;;;
ne;;;
vinssent;;;
a;;;
decouvrir;;;
mes;;;
residences;;;
...;;;
(;;;
Que;;;
serais;;;
-je;;;
"
";;;
devenu;;;
,;;;
grand;;;
Dieul;MISC;MISC;MISC
Heureusement;;;
,;;;
il;;;
n';;;
en;;;
fut;;;
rien;;;
,;;;
et;;;
au;;;
bout;;;
d';;;
une;;;
"
";;;
demi-heure;;;
,;;;
les;;;
hommes;;;
se;;;
retirerent;;;
sans;;;
se;;;
douter;;;
seulement;;;
que;;;
"
";;;
l';;;
le;;;
etait;;;
habitee;;;
.;;;
Des;;;
qu';;;
ils;;;
furent;;;
partis;;;
,;;;
je;;;
courus;;;
m';;;
enfermer;;;
dans;;;
"
";;;
une;;;
de;;;
mes;;;
cabanes;;;
,;;;
et;;;
passai;;;
la;;;
le;;;
reste;;;
du;;;
jour;;;
a;;;
me;;;
demander;;;
quels;;;
"
";;;
etaient;;;
ces;;;
hommes;;;
et;;;
ce;;;
qu';;;
ils;;;
etaient;;;
venus;;;
faire;;;
.;;;
L;;;
"
";;;
4;;;
-;;;
-;;;
"
";;;
a;;;
';;;
"
";;;
IZ;;;
"
";;;
3,t;;;t
"
";;;
L---;;;
"
";;;
A;;;
"
";;;
IlP;;;
"
";;;
-;;;
I.;;;
"
";;;
L;;;
"
";;;
1;;;
"
";;;
.l;;;
"
 ";;;
-;;;
.-;;;
"
";;;
1E.;;;
"
";;;
s;;;
"
";;;
Fe1;;;
I;;;
"
 ";;;
,;;;
-;;;
"
";;;
--;;;
"
";;;
-;;;
"

";;;
3;;;
"

";;;
a.;;;
"


";;;
1;;;
"
";;;
3;;;
=;;;
-;;;
"
 ";;;
ii;;;
"
";;;
N;;;
"
 ";;;
-;;;
);;;
"
";;;
N;;;
"
";;;
EZEYt;;;
:;;;
t;;;
"
";;;
.;;;
"
";;;
l;;;
Lri;;;
lx;;;
"
";;;
,;;;
-;;;
,;;;
"
";;;
s;;;
,;;;
"
";;;
p;;;
`;;;
"
";;;
.;;;
"
";;;
.y-;;;
";";;;
"
";;;
.I;;;
"
";;;
-;;;
"
";;;
AI;;;
"
";;;
--;;;
c;;;
"
 ";;;
.;;;
.;;;
"
";;;
.;;;
"
";;;
L;;;
i;;;
"
";;;
I-;;;
"
";;;
fi;;;
"


";;;
ytP;;;
"
";;;
:;;;
"
";;;
Gei4;;;
"
";;;
-3;;;
"
";;;
=;;;
"
";;;
--L;;;
"
";;;
-;;;
"
 ";;;
.L.;;;
"
";;;
r;;;
"
";;;
ie;;;
"
";;;
L3;;;
"
";;;
N;;;
"
";;;
.-;;;
 ;;;
.;;;
"
";;;
t;;;
z;;;
"
";;;
P;;;
';;;
-L;;;
"
";;;
-;;;
"
";;;
=;;;
essC;;;
"
";;;
--;;;
"
";;;
r;;;
"
";;;
r;;;
"
";;;
e;;;
';;;
"
";;;
I;;;LOC
"
";;;
.;;;
"

";;;
-;;;
"
";;;
-e;;;
"
";;;
--L;;;
=;;;
-;;;
"
";;;
z;;;
--;;;
z';;;
allais;;;
le;;;
savoir;;;
bientot;;;
.;;;
"
";;;
LA;;;
FABRIOQUE;;;
"
";;;
Le;;;
soir;;;
,;;;
a;;;
souper;;;
,;;;
M.;PER;PER;PER
Eyssette;PER;PER;PER
nous;;;
annongca;;;
solennellement;;;
que;;;
la;;;
"
";;;
fabrique;;;
etait;;;
vendue;;;
,;;;
et;;;
que;;;
,;;;
dans;;;
un;;;
mois;;;
,;;;
nous;;;
partirions;;;
tous;;;
pour;;;
"
";;;
Lyon;LOC;LOC;LOC
,;;;
o;;;
nous;;;
allions;;;
demeurer;;;
desormais;;;
.;;;
"
";;;
Ce;;;
fut;;;
un;;;
coup;;;
terrible;;;
.;;;
Il;;;
me;;;
sembla;;;
que;;;
le;;;
ciel;;;
croulait;;;
.;;;
La;;;
"
";;;
fabrique;;;
venduel;;;
...;;;
Eh;;;
bienl;;;
et;;;
mon;;;
ile;;;
,;;;
mes;;;
grottes;;;
,;;;
mes;;;
cabanes;;;
?;;;
"
";;;
IIelasl;;;
l';;;
fle;;;
,;;;
les;;;
grottes;;;
,;;;
les;;;
cabanes;;;
,;;;
M.;PER;PER;PER
Eyssette;PER;PER;PER
avait;;;
tout;;;
vendu;;;
";";;;
"
";;;
il;;;
fallait;;;
tout;;;
quitter;;;
.;;;
Dieu;MISC;;MISC
,;;;
que;;;
je;;;
pleuraisl;;;
...;;;
"
";;;
Pendant;;;
un;;;
mois;;;
,;;;
tandis;;;
qu';;;
a;;;
la;;;
maison;;;
on;;;
emballait;;;
les;;;
glaces;;;
,;;;
la;;;
"
";;;
vaisselle;;;
,;;;
je;;;
me;;;
promenais;;;
triste;;;
et;;;
seul;;;
dans;;;
ma;;;
chere;;;
fabrique;;;
.;;;
Je;;;
"
";;;
n';;;
avais;;;
plus;;;
le;;;
ceur;;;
a;;;
jouer;;;
,;;;
vous;;;
pensez;;;
...;;;
ohl;;;
non;;;
...;;;
J';;;
allais;;;
m';;;
asseoir;;;
"
";;;
dans;;;
tous;;;
les;;;
coins;;;
,;;;
et;;;
regardant;;;
les;;;
objets;;;
autour;;;
de;;;
moi;;;
,;;;
je;;;
leur;;;
parlais;;;
"
";;;
comme;;;
 ;;;
des;;;
personnes;;;
";";;;
je;;;
disais;;;
aux;;;
platanes;;;
:;;;
 ;;;
Adieu;;;
,;;;
mes;;;
chers;;;
"
";;;
amisln;;;
et;;;
aux;;;
bassins;;;
:;;;
 ;;;
C';;;
est;;;
fini;;;
,;;;
nous;;;
ne;;;
nous;;;
verrons;;;
plusln;;;
Il;;;
y;;;
"
";;;
avait;;;
dans;;;
le;;;
fond;;;
du;;;
jardin;;;
un;;;
grand;;;
grenadier;;;
dont;;;
les;;;
belles;;;
fleurs;;;
"
";;;
rouges;;;
s';;;
epanouissaient;;;
au;;;
soleil;;;
.;;;
e;;;
lui;;;
dis;;;
en;;;
sanglotant;;;
:;;;
Donne;;;
-moi;;;
"
";;;
une;;;
de;;;
tes;;;
fleurs.n;;;
Il;;;
me;;;
la;;;
donna;;;
.;;;
e;;;
la;;;
mis;;;
dans;;;
ma;;;
poitrine;;;
,;;;
en;;;
souvenir;;;
"
";;;
de;;;
lui;;;
.;;;
J';;;
etais;;;
tres;;;
malheureux;;;
.;;;
"
";;;
Pourtant;;;
,;;;
au;;;
milieu;;;
de;;;
cette;;;
grande;;;
douleur;;;
,;;;
deux;;;
chosces;;;
me;;;
faisaient;;;
"
";;;
sourire;;;
:;;;
d';;;
abord;;;
la;;;
pensee;;;
de;;;
monter;;;
sur;;;
un;;;
navire;;;
,;;;
puis;;;
la;;;
permission;;;
"
";;;
qu';;;
on;;;
m';;;
avait;;;
donnee;;;
d';;;
emporter;;;
mon;;;
perroquet;;;
avec;;;
moi;;;
.;;;
Je;;;
me;;;
"
";;;
disais;;;
que;;;
Robinson;PER;PER;MISC
avait;;;
quitte;;;
son;;;
ile;;;
dans;;;
des;;;
conditions;;;
a;;;
peu;;;
pres;;;
"
";;;
semblables;;;
,;;;
et;;;
cela;;;
me;;;
donnait;;;
du;;;
courage;;;
.;;;
"
";;;
Enfin;;;
,;;;
le;;;
jour;;;
du;;;
dpart;;;
arriva;;;
.;;;
MI;;PER;PER
.;;PER;PER
Eyssette;PER;PER;PER
etait;;;
deja;;;
a;;;
Lyon;LOC;LOC;LOC
depuis;;;
"
";;;
une;;;
semaine;;;
.;;;
Il;;;
avait;;;
pris;;;
les;;;
devants;;;
avec;;;
les;;;
gros;;;
meubles;;;
.;;;
Je;;;
partis;;;
"
";;;
donc;;;
en;;;
compagnie;;;
de;;;
acques;;;PER
,;;;
de;;;
ma;;;
mere;;;
et;;;
de;;;
la;PER;PER;PER
vieille;PER;PER;PER
Annou;PER;PER;PER
.;;;
"
";;;
Mon;;;
grand;;;
frere;;;
l';PER;;
abbe;PER;;
ne;;;
partait;;;
pas;;;
,;;;
mis;;;
il;;;
nous;;;
accompagna;;;
"
";;;
jusqu';;;
a;;;
la;;ORG;
diligence;;ORG;
de;;ORG;
Beaucaire;LOC;ORG;LOC
,;;;
et;;;
aussi;;;
le;PER;;PER
concierge;PER;;PER
Colombe;PER;PER;PER
nous;;;
"
";;;
accompagna;;;
.;;;
C';;;
est;;;
lui;;;
qui;;;
marchait;;;
devant;;;
en;;;
poussant;;;
une;;;
enorme;;;
"
";;;
brouette;;;
chargee;;;
de;;;
malles;;;
.;;;
Derriere;;;
venait;;;
mon;;;
frere;;;
l';;;
abbe;;;
,;;;
donnant;;;
"
";;;
le;;;
bras;;;
a;;;
Me;PER;PER;PER
Eyssette;PER;PER;PER
.;;;
"
";;;
MIon;;;
pauvre;;;
abbe;;;
,;;;
que;;;
je;;;
ne;;;
devais;;;
plus;;;
revoirl;;;
"
";;;
La;PER;PER;PER
vieille;PER;PER;PER
Annou;PER;PER;PER
marchait;;;
ensuite;;;
,;;;
flanquee;;;
d';;;
un;;;
enorme;;;
parapluic;;;
"
";;;
bleu;;;
et;;;
de;;;
Jacques;PER;PER;PER
,;;;
qui;;;
etait;;;
bien;;;
content;;;
d';;;
aller;;;
a;;;
Lyon;LOC;LOC;LOC
,;;;
mais;;;
qui;;;
"
";;;
sanglotait;;;
tout;;;
de;;;
meme;;;
...;;;
Enfin;;;
,;;;
ha;;;
la;;;
queue;;;
de;;;
la;;;
colonne;;;
venait;;;
"
";;;
Daniel;PER;PER;PER
Eyssette;PER;PER;PER
,;;;
portant;;;
gravement;;;
la;;;
cage;;;
du;;;
perroquet;;;
et;;;
se;;;
retour-;;;
"
";;;
nant;;;
a;;;
chaque;;;
pas;;;
du;;;
cote;;;
de;;;
sa;;;
chere;;;
fabrique;;;
.;;;
LE;;;
PETIT;;;
CHIOSE;;;
"
";;;
A;;;
mesure;;;
que;;;
la;;;
caravane;;;
s';;;
eloignait;;;
,;;;
l';;;
arbre;;;
aux;;;
grenades;;;
se;;;
"
";;;
haussait;;;
tant;;;
qu';;;
il;;;
pouvait;;;
par;;;
-;;;
dessus;;;
les;;;
murs;;;
du;;;
jardin;;;
pour;;;
la;;;
voir;;;
"
";;;
encore;;;
une;;;
fois;;;
...;;;
Les;;;
platanes;;;
agitaient;;;
leurs;;;
branches;;;
en;;;
signe;;;
"
";;;
d';;;
adieu;;;
...;;;
Daniel;PER;PER;PER
Eyssette;PER;PER;PER
,;;;
tres;;;
emu;;;
,;;;
leur;;;
envoyait;;;
des;;;
baisers;;;
a;;;
tous;;;
,;;;
"
";;;
furtivement;;;
et;;;
du;;;
bout;;;
des;;;
doigts;;;
.;;;
"
";;;
Ie;;;
quittai;;;
mon;;;
ile;;;
le;;;
go;;;
septembre;;;
8;;;
...;;;
LES;;;
BABAROTTES;;;
(;;;
);;;
"
";;;
O;;;
choses;;;
de;;;
mon;;;
enfance;;;
,;;;
quelle;;;
impression;;;
vous;;;
m';;;
avez;;;
laisseel;;;
"
";;;
Il;;;
me;;;
semble;;;
que;;;
c';;;
est;;;
hier;;;
,;;;
ce;;;
voyage;;;
sur;;;
le;;LOC;
Rh6ne;LOC;LOC;LOC
.;;;
Je;;;
vois;;;
encore;;;
le;;;
"
";;;
bateau;;;
,;;;
ses;;;
passagers;;;
,;;;
son;;;
equipage;;;
";";;;
j';;;
entends;;;
le;;;
bruit;;;
des;;;
roues;;;
et;;;
le;;;
"
";;;
sifflet;;;
de;;;
la;;;
machine;;;
.;;;
Le;;;
capitaine;;;
s';;;
appelait;;;
Genies;PER;PER;PER
,;;;
le;;;
maftre;;;
coq;;;
"
";;;
Montelimart;PER;LOC;PER
.;;;
On;;;
n';;;
oublie;;;
pas;;;
ces;;;
choses;;;
-;;;
la;;;
.;;;
"
";;;
La;;;
traversee;;;
dura;;;
trois;;;
jours;;;
.;;;
Je;;;
passai;;;
ces;;;
trois;;;
jours;;;
sur;;;
le;;;
pont;;;
,;;;
"
";;;
descendant;;;
au;;;
salon;;;
juste;;;
pour;;;
manger;;;
et;;;
dormir;;;
.;;;
Le;;;
reste;;;
du;;;
temps;;;
,;;;
"
";;;
j';;;
allais;;;
me;;;
mettre;;;
a;;;
la;;;
pointe;;;
extreme;;;
du;;;
navire;;;
,;;;
pres;;;
de;;;
l';;;
ancre;;;
.;;;
Il;;;
y;;;
"
";;;
avait;;;
la;;;
une;;;
grosse;;;
cloche;;;
qu';;;
on;;;
sonnait;;;
en;;;
entrant;;;
dans;;;
les;;;
villes;;;
:;;;
"
";;;
je;;;
m';;;
asseyais;;;
a;;;
cote;;;
de;;;
cette;;;
cloche;;;
,;;;
parmi;;;
des;;;
tas;;;
de;;;
cordes;;;
";";;;
je;;;
posais;;;
"
";;;
la;;;
cage;;;
du;;;
perroquet;;;
entre;;;
mes;;;
jambes;;;
et;;;
je;;;
regardais;;;
.;;;
Le;LOC;LOC;
Rhone;LOC;LOC;LOC
etait;;;
"
";;;
si;;;
large;;;
qu';;;
on;;;
voyait;;;
a;;;
peine;;;
ses;;;
rives;;;
.;;;
Moi;;;
,;;;
je;;;
l';;;
aurais;;;
voulu;;;
encore;;;
"
";;;
plus;;;
large;;;
,;;;
et;;;
qu';;;
il;;;
se;;;
ft;;;
appele;;;
:;;;
la;;;
merl;;;
Le;;;
ciel;;;
riait;;;
,;;;
l';;;
onde;;;
etait;;;
"
";;;
verte;;;
.;;;
De;;;
grandes;;;
barques;;;
descendaient;;;
au;;;
fil;;;
de;;;
l';;;
eau;;;
.;;;
Des;;;
mariniers;;;
,;;;
"
";;;
gueant;;;
le;;;
fleuve;;;
a;;;
dos;;;
de;;;
mules;;;
,;;;
passaient;;;
pres;;;
de;;;
nous;;;
en;;;
chantant;;;
.;;;
"
";;;
Parfois;;;
,;;;
le;;;
bateau;;;
longeait;;;
quelque;;;
ile;;;
bien;;;
touffue;;;
,;;;
couverte;;;
de;;;
joncs;;;
"
";;;
(;;;
r;;;
);;;
Nom;;;
donne;;;
dans;;;
le;LOC;LOC;
Midi;LOC;LOC;LOC
a;;;
ces;;;
gros;;;
insectes;;;
noirs;;;
que;;;
1'Academie;;ORG;
appelle;;;
des;;;
"
 ";;;
blttes;;;
et;;;
les;;ORG;
gens;;ORG;
du;;ORG;
Nord;LOC;ORG;LOC
des;;;
s;;;
cafards;;;
,;;;
LE;;;
PETIT;;;
CHOSE;;;
"
";;;
et;;;
de;;;
saules;;;
.;;;
Ohl;;;
une;;;
ile;;;
deserteln;;;
me;;;
disais;;;
-je;;;
dans;;;
moi;;;
-;;;
meme;;;
";";;;
et;;;
"
";;;
je;;;
la;;;
devorais;;;
des;;;
yeux;;;
...;;;
"
";;;
Vers;;;
la;;;
fin;;;
du;;;
troisieme;;;
jour;;;
,;;;
je;;;
crus;;;
que;;;
nous;;;
allions;;;
avoir;;;
un;;;
"
";;;
grain;;;
.;;;
Le;;;
ciel;;;
s';;;
etait;;;
assombri;;;
subitement;;;
";";;;
un;;;
brouillard;;;
epais;;;
dansait;;;
"
";;;
sur;;;
le;;;
fleuve;;;
";";;;
ha;;;
l';;;
avant;;;
du;;;
navire;;;
on;;;
avait;;;
allume;;;
une;;;
grosse;;;
lanterne;;;
,;;;
"
";;;
et;;;
,;;;
ma;;;
foi;;;
,;;;
en;;;
presence;;;
de;;;
tous;;;
ces;;;
symptomes;;;
,;;;
je;;;
commencais;;;
a;;;
etre;;;
"
";;;
emu;;;
...;;;
A;;;
ce;;;
moment;;;
,;;;
quelqu';;;
un;;;
dit;;;
pres;;;
de;;;
moi;;;
:;;;
aVoila;;;
Lyon;LOC;LOC;LOC
ln;;;
En;;;
"
";;;
meme;;;
temps;;;
la;;;
grosse;;;
cloche;;;
se;;;
mit;;;
a;;;
sonner;;;
.;;;
C';;;
etait;;;
Lyon;LOC;LOC;LOC
.;;;
"
";;;
Confusement;;;
,;;;
dans;;;
le;;;
brouillard;;;
,;;;
je;;;
vis;;;
des;;;
lumieres;;;
briller;;;
sur;;;
l';;;
une;;;
"
";;;
et;;;
sur;;;
l';;;
autre;;;
rive;;;
";";;;
nous;;;
passames;;;
sous;;;
un;;;
pont;;;
,;;;
puis;;;
sous;;;
un;;;
autre;;;
.;;;
"
";;;
A;;;LOC
chaque;;;
fois;;;
l';;;
enorme;;;
tuyau;;;
de;;;
la;;;
machine;;;
se;;;
courbait;;;
en;;;
deux;;;
et;;;
"
";;;
crachait;;;
des;;;
torrents;;;
d';;;
une;;;
fumee;;;
noire;;;
qui;;;
faisait;;;
tousser;;;
...;;;
Sur;;;
le;;;
"
";;;
bateau;;;
,;;;
c';;;
etait;;;
un;;;
remue;;;
-;;;
menage;;;
effroyable;;;
.;;;
Les;;;
passagers;;;
cherchaient;;;
"
";;;
leurs;;;
malles;;;
";";;;
les;;;
matelots;;;
juraient;;;
en;;;
roulant;;;
des;;;
tonneaux;;;
dans;;;
"
";;;
1'ombre;;;
.;;;
Il;;;
pleuvait;;;
..;;;
"
";;;
e;;;
me;;;
hatai;;;
de;;;
rejoindre;;;
ma;;;
mere;;;
,;;;
Jacques;PER;PER;PER
et;;;
la;PER;PER;PER
vieille;PER;PER;PER
Annou;PER;PER;PER
qui;;;
"
";;;
etaient;;;
a;;;
l';;;
autre;;;
bout;;;
du;;;
bateau;;;
,;;;
et;;;
nous;;;
voila;;;
tous;;;
les;;;
quatre;;;
,;;;
serres;;;
"
";;;
les;;;
uns;;;
