Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB
,;;;;;
"
";;;;;
que;;;;;
lo;PER;;;;
hon;PER;;;;MISC
bDieu;PER;MISC;MISC;;MISC
m';;;;;
a;;;;;
retir6s;;;;;
,;;;;;
et;;;;;
je;;;;;
suis;;;;;
bien;;;;;
seule;;;;;
"
";;;;;
u;;;;;
mnonde;;;;;
.;;;;;
"
";;;;;
-;;;;;
Grund;;;;;
meroil;;;;;
ma;;;;;
brave;;;;;
fomme;;;;;
";";;;;;
vous;;;;;
me;;;;;
"
";;;;;
rendrez;;;;;
l;;;;;
un;;;;;
service;;;;;
qui;;;;;
nous;;;;;
suuvera;;;;;
lu;;;;;
vie;;;;;
i;;;;;
moi;;;;;
"
";;;;;
et;;;;;
u;;;;;
mon;;;;;
enfant;;;;;
.;;;;;
';;;;;
ai;;;;;
encore;;;;;
mon;;;;;
lit;;;;;
,;;;;;
svee;;;;;
un;;;;;
"
";;;;;
eoffre;;;;;
et;;;;;
une;;;;;
petite;;;;;
chaise;;;;;
.;;;;;
Muttre;PER;PER;PER;PER;PER
Guillaume;PER;PER;PER;PER;PER
,;;;;;
le;;;;;
"
";;;;;
eousin;;;;;
de;;;;;
feu;;;;;
mon;;;;;
pauvre;;;;;
homme;;;;;
,;;;;;
me;;;;;
les;;;;;
garde;;;;;
"
";;;;;
tluns;;;;;
sa;;;;;
grange;;;;;
";";;;;;
il;;;;;
me;;;;;
les;;;;;
apportera;;;;;
bien;;;;;
diman-;;;;;
"
";;;;;
che;;;;;
.;;;;;
Si;;;;;
vous;;;;;
me;;;;;
logez;;;;;
avee;;;;;
mon;;;;;
ch6tif;;;;;
mobilier;;;;;
,;;;;;
je;;;;;
"
";;;;;
vous;;;;;
donnerai;;;;;
les;;;;;
sous;;;;;
que;;;;;
je;;;;;
ramasserai;;;;;
en;;;;;
allant;;;;;
"
";;;;;
aux;;;;;
portes;;;;;
.;;;;;
"
";;;;;
-;;;;;
Je;;;;;
ne;;;;;
vous;;;;;
demande;;;;;
rien;;;;;
,;;;;;
Catherine;PER;PER;PER;PER;PER
";";;;;;
j';;;;;
aime;;;;;
"
";;;;;
dj;;;;;
votre;;;;;
petite;PER;;;PER;
Jeanne;PER;PER;PER;PER;PER
et;;;;;
j';;;;;
en;;;;;
aurai;;;;;
bien;;;;;
soin;;;;;
.;;;;;
"
";;;;;
Dieu;PER;MISC;MISC;MISC;MISC
veut;;;;;
que;;;;;
nous;;;;;
fassions;;;;;
aux;;;;;
autres;;;;;
ce;;;;;
que;;;;;
"
";;;;;
nous;;;;;
voudrions;;;;;
que;;;;;
les;;;;;
autres;;;;;
fissent;;;;;
pour;;;;;
nous;;;;;
";";;;;;
"
";;;;;
et;;;;;
si;;;;;
j6tais;;;;;
dans;;;;;
votre;;;;;
position;;;;;
,;;;;;
jo;;;;;
serais;;;;;
bien;;;;;
"
";;;;;
heureuse;;;;;
de;;;;;
trouver;;;;;
quelqu';;;;;
un;;;;;
qui;;;;;
voult;;;PER;;
me;;;;;
re-;;;;;
"
";;;;;
cevoir;;;;;
dans;;;;;
sa;;;;;
maison;;;;;
.;;;;;
"
";;;;;
,;;;;;
";";;;;;
Peeeeeeea;;;;;
"
";;;;;
a;;;;;
Mamanl;PER;;;;PER
il;;;;;
ne;;;;;
faut;;;;;
plus;;;;;
pleurer;;;;;
,;;;;;
n;;;;;
lui;;;;;
dit;;;;;
-;;;;;
elle;;;;;
.;;;;;
MIR;;;;;
PARTIR;;;;;
.;;;;;
"
";;;;;
Puis;;;;;
,;;;;;
sa;;;;;
tournant;;;;;
du;;;;;
ohta;;;;;
da;;;;;
la;PER;PER;PER;PER;
mra;PER;PER;PER;PER;
Nanntte;PER;PER;PER;PER;PER
,;;;;;
"
";;;;;
olla;;;;;
dit;;;;;
an;;;;;
huiaasunt;;;;;
la;;;;;
tta;;;;;
:;;;;;
"
";;;;;
a;;;;;
lo;;;;;
vudrais;;;;;
hian;;;;;
vous;;;;;
amhrasser;;;;;
atussi;;;;;
,;;;;;
"
";;;;;
In;PER;PER;PER;;PER
mbra;PER;PER;PER;;PER
Nannaetta;PER;PER;PER;PER;PER
la;;;;;
prit;;;;;
sur;;;;;
ses;;;;;
genoux;;;;;
at;;;;;
l';;;;;
am-;;;;;
"
";;;;;
bruasu;;;;;
de;;;;;
bon;;;;;
eur;;;;;
.;;;;;
"
";;;;;
atherina;PER;PER;PER;PER;
at;;;;;
Jaanne;PER;PER;PER;PER;
trouvant;;;;;
un;;;;;
raeelet;;;;;
.;;;;;
"
";;;;;
Aprbs;;;;;
qua;;;;;
lu;;;;;
mbre;;;;;
et;;;;;
la;;;;;
fllla;;;;;
asa;;;;;
furont;;;;;
rensies;;;;;
,;;;;;
"
";;;;;
elles;;;;;
so;;;;;
rmnirut;;;;;
an;;;;;
chomin;;;;;
pour;;;;;
llr;;;;;
eherehe;;;;;
"
";;;;;
leur;;;;;
puin;;;;;
dunas;;;;;
la;LOC;;;;
campugne;LOC;;;;
,;;;;;
en;;;;;
diant;;;;;
qu';;;;;
olla;;;;;
"
";;;;;
reviondraiant;;;;;
lo;;;;;
soir;;;;;
.;;;;;
Commo;;;;;
on;;;;;
tuit;;;;;
dans;;;;;
lu;;;;;
asui-;;;;;
"
";;;;;
son;;;;;
des;;;;;
prune;;;;;
aet;;;;;
des;;;;;
groseilles;;;;;
,;;;;;
la;PER;PER;PER;PER;PER
mire;PER;PER;PER;PER;PER
Nannetta;PER;PER;PER;PER;PER
"
";;;;;
an;;;;;
alla;;;;;
eueillir;;;;;
au;;;;;
iardin;;;;;
oet;;;;;
les;;;;;
mit;;;;;
dans;;;;;
le;;;;;
bissue;;;;;
"
";;;;;
lo;;;;PER;
leann;PER;PER;PER;PER;PER
,;;;;;
pour;;;;;
quelle;;;;;
pt;;;;;
se;;;;;
rafralehir;;;;;
quand;;;;;
"
";;;;;
olle;;;;;
aurait;;;;;
trop;;;;;
eluul;;;;;
.;;;;;
"
";;;;;
Comme;;;;;
ellos;;;;;
truaversuaient;;;;;
la;;;;;
grande;;;;;
route;;;;;
pour;;;;;
"
";;;;;
revenir;;;;;
chez;;;;;
la;PER;PER;PER;PER;PER
mere;PER;PER;PER;PER;PER
Nannette;PER;PER;PER;PER;PER
,;;;;;
apres;;;;;
avoir;;;;;
achev;;;;;
"
";;;;;
leur;;;;;
tournee;;;;;
,;;;;;
la;PER;PER;PER;PER;
petite;PER;PER;PER;PER;
Jeanne;PER;PER;PER;PER;PER
vit;;;;;
briller;;;;;
un;;;;;
objet;;;;;
"
";;;;;
au;;;;;
soleil;;;;;
";";;;;;
elle;;;;;
courut;;;;;
le;;;;;
ruamasser;;;;;
et;;;;;
lapportau;;;;;
"
";;;;;
joyeusement;;;;;
a;;;;;
sa;;;;;
mere;;;;;
.;;;;;
"
";;;;;
a;;;;;
Voyez;;;;;
done;;;;;
,;;;;;
maman;PER;PER;;;
,;;;;;
le;;;;;
joli;;;;;
eollier;;;;;
que;;;;;
jai;;;;;
"
";;;;;
trouv6;;;;;
";";;;;;
je;;;;;
le;;;;;
mettrai;;;;;
dimanche;MISC;;;;
 ;;;;;
mon;;;;;
cou;;;;;
"
";;;;;
-;;;;;
Ma;PER;;;;
fille;PER;;;;
,;;;;;
ceei;;;;;
est;;;;;
un;;;;;
bijou;;;;;
qui;;;;;
se;;;;;
,;;;;;
porte;;;;;
au-;;;;;
"
";;;;;
tour;;;;;
du;;;;;
bras;;;;;
et;;;;;
quon;;;;;
appelle;;;;;
braeelet;;;;;
.;;;;;
Il;;;;;
n';;;;;
est;;;;;
pas;;;;;
"
";;;;;
A;;;;;
nous;;;;;
,;;;;;
et;;;;;
nous;;;;;
ne;;;;;
pouvons;;;;;
pas;;;;;
le;;;;;
garder;;;;;
.;;;;;
"
";;;;;
-;;;;;
Pourquoi;;;;;
donc;;;;;
,;;;;;
maman;PER;;;;
?;;;;;
Puisque;;;;;
je;;;;;
l';;;;;
ai;;;;;
"
";;;;;
trouve;;;;;
,;;;;;
cest;;;;;
bien;;;;;
a;;;;;
nous;;;;;
.;;;;;
"
";;;;;
-;;;;;
Non;;;;;
,;;;;;
ma;PER;;;;
fille;PER;;;;
";";;;;;
ee;;;;;
quon;;;;;
trouve;;;;;
ne;;;;;
nous;;;;;
ap-;;;;;
"
";;;;;
partient;;;;;
pas;;;;;
";";;;;;
il;;;;;
y;;;;;
a;;;;;
toujours;;;;;
quelq';;;;;
un;;;;;
qui;;;;;
l';;;;;
a;;;;;
"
";;;;;
perdu;;;;;
.;;;;;
"
";;;;;
-;;;;;
Mais;;;;;
,;;;;;
maman;PER;;;;
,;;;;;
si;;;;;
personne;;;;;
ne;;;;;
l';;;;;
a;;;;;
perdu?HNANC;;;;;
D;;;;;
JANNIH;PER;PER;;PER;PER
.;;;;;
"
";;;;;
-;;;;;
Ce;;;;;
n';;;;;
aast;;;;;
pus;;;;;
assihlo;;;;;
,;;;;;
mon;PER;;;;
anfant;PER;;;;
:;;;;;
les;;;;;
biioux;;;;;
"
";;;;;
n;;;;;
pouasont;;;;;
pas;;;;;
mma;;;;;
l';;;;;
erha;;;;;
duns;;;;;
les;;;;;
ohumps;;;;;
.;;;;;
"
";;;;;
---;;;;;
Et;;;;;
ai;;;;;
perasann;;;;;
n;;;;;
la;;;;;
ralemandaf;;;;;
"
";;;;;
-;;;;;
Cn;;;;;
ne;;;;;
doit;;;;;
pas;;;;;
nous;;;;;
empesher;;;;;
da;;;;;
sherher;;;;;
"
";;;;;
qui;;;;;
ae;;;;;
braaelet;;;;;
put;;;;;
appartanir;;;;;
";";;;;;
nous;;;;;
nous;;;;;
en;;;;;
in-;;;;;
"
";;;;;
formerans;;;;;
dans;;;;;
tout;;;;;
la;;;;;
pays;;;;;
.;;;;;
"
";;;;;
--;;;;;
KEt;;;;;
s';;;;;
il;;;;;
n';;;;;
aest;;;;;
 ;;;;;
orsonnel;;;;;
"
";;;;;
--;;;;;
Eh;;;;;
bian;;;;;
,;;;;;
nus;;;;;
la;;;;;
garlerons;;;;;
soigneuaseent;;;;;
,;;;;;
"
";;;;;
at;;;;;
l';;;;;
an;;;;;
finira;;;;;
par;;;;;
vnie;;;;;
la;;;;;
reluamer;;;;;
.;;;;;
s;;;;;
"
";;;;;
leunne;PER;;PER;;PER
n;;;;;
paruaissunt;;;;;
pus;;;;;
trbhs;;;;;
-;;;;;
uontento;;;;;
,;;;;;
asa;;;;;
mbra;;;;;
"
";;;;;
Iui;;;;;
dit;;;;;
:;;;;;
a;;;;;
lcoute;;;;;
-moi;;;;;
,;;;;;
ma;PER;;;;
eunna;PER;;;;
:;;;;;
si;;;;;
tu;;;;;
avais;;;;;
"
";;;;;
erdu;;;;;
ton;;;;;
bissue;;;;;
en;;;;;
chin;;;;;
,;;;;;
ne;;;;;
seruaistu;;;;;
pas;;;;;
con-;;;;;
"
";;;;;
tente;;;;;
qu';;;;;
on;;;;;
to;;;;;
le;;;;;
rendtt;;;;;
"
";;;;;
-;;;;;
Oui;;;;;
,;;;;;
mumnan;PER;;;;
,;;;;;
cnr;;;;;
il;;;;;
mest;;;;;
bion;;;;;
utile;;;;;
pour;;;;;
"
";;;;;
mettre;;;;;
le;;;;;
pain;;;;;
qu';;;;;
on;;;;;
me;;;;;
donne;;;;;
.;;;;;
"
";;;;;
-;;;;;
Eh;;;;;
binl;;;;;
la;;;;;
dume;;;;;
qui;;;;;
a;;;;;
perdu;;;;;
ce;;;;;
joyau;;;;;
on;;;;;
"
";;;;;
est;;;;;
en;;;;;
peine;;;;;
";";;;;;
elle;;;;;
le;;;;;
regrette;;;;;
comme;;;;;
tu;;;;;
regretterais;;;;;
"
";;;;;
ton;;;;;
bissao;;;;;
,;;;;;
Des;;;;;
que;;;;;
nous;;;;;
suurons;;;;;
oi;;;;;
elle;;;;;
demeue;;;;;
,;;;;;
"
";;;;;
nous;;;;;
le;;;;;
lui;;;;;
reporterons;;;;;
.;;;;;
n;;;;;
"
";;;;;
Quand;;;;;
elles;;;;;
furent;;;;;
rentr6es;;;;;
chez;;;;;
la;PER;PER;PER;;PER
mbre;PER;PER;PER;;PER
Nan-;PER;PER;PER;;PER
"
";;;PER;;PER
nette;PER;PER;PER;;
,;;;;;
elles;;;;;
lui;;;;;
montrberent;;;;;
ce;;;;;
qu';;;;;
elles;;;;;
avaient;;;;;
"
";;;;;
trouv6;;;;;
et;;;;;
lui;;;;;
demanderent;;;;;
si;;;;;
elle;;;;;
savait;;;;;
qui;;;;;
pou-;;;;;
"
";;;;;
vait;;;;;
aoir;;;;;
perdu;;;;;
un;;;;;
si;;;;;
beau;;;;;
bijou;;;;;
.;;;;;
"
";;;;;
a;;;;;
Ce;;;;;
ne;;;;;
peut;;;;;
etre;;;;;
que;;;;;
Mme;PER;PER;PER;PER;PER
Dumont;PER;PER;PER;PER;PER
";";;;;;
il;;;;;
ny;;;;;
a;;;;;
"
";;;;;
qu';;;;;
elle;;;;;
dans;;;;;
le;;;;;
pays;;;;;
ui;;;;;
porte;;;;;
des;;;;;
ehoses;;;;;
pareilles;;;;;
.;;;;;
"
";;;;;
Elle;;;;;
demeure;;;;;
dans;;;;;
le;;;;;
voisinage;;;;;
,;;;;;
derrire;;;;;
les;;;;;
beaux;;;;;
"
";;;;;
arbres;;;;;
que;;;;;
l';;;;;
on;;;;;
voit;;;;;
d';;;;;
ici;;;;;
.;;;;;
Il;;;;;
faut;;;;;
aller;;;;;
le;;;;;
lui;;;;;
repor-;;;;;
"
";;;;;
ter;;;;;
tout;;;;;
de;;;;;
suite;;;;;
,;;;;;
si;;;;;
vous;;;;;
n';;;;;
etes;;;;;
point;;;;;
trop;;;;;
lasses;;;;;
";";;;;;
"
";;;;;
je;;;;;
suis;;;;;
sre;;;;;
quelle;;;;;
en;;;;;
est;;;;;
fort;;;;;
inquite;;;;;
.;;;;;
"
";;;;;
-;;;;;
le;;;;;
suis;;;;;
trop;;;;;
fatiguee;;;;;
pour;;;;;
mareher;;;;;
eneore;;;;;
";";;;;;
"
";;;;;
mais;;;;;
demain;MISC;;;;
matin;;;;;
jirai;;;;;
cehez;;;;;
cette;;;;;
dame;;;;;
avec;;;;;
"
";;;;;
Jeanne;PER;PER;PER;PER;PER
,;;;;;
et;;;;;
je;;;;;
lui;;;;;
rendrai;;;;;
ce;;;;;
qui;;;;;
est;;;;;
 ;;;;;
elle;;;;;
.;;;;;
CommePRRMIRR;;;;;
PARTIR;;;;;
.;;;;;
"
";;;;;
on;;;;;
nus;;;;;
a;;;;;
haeuueup;;;;;
donne;;;;;
aujourd'hui;;;;;
ot;;;;;
que;;;;;
je;;;;;
"
";;;;;
auis;;;;;
trs;;;;;
-;;;;;
lusse;;;;;
,;;;;;
ja;;;;;
me;;;;;
rpaserai;;;;;
deomain;MISC;;;;
tout;;;;;
la;;;;;
"
";;;;;
joura;;;;;
,;;;;;
pour;;;;;
aoir;;;;;
ha;;;;;
frso;;;;;
daller;;;;;
smei;;;;;
dans;;;;;
"
";;;;;
notra;;;;;
villag;;;;;
,;;;;;
prisr;LOC;;;;
mattra;PER;PER;;;PER
Guillaumo;PER;PER;PER;PER;PER
de;;;;;
m';;;;;
appor-;;;;;
"
";;;;;
ter;;;;;
mon;;;;;
lit;;;;;
.;;;;;
n;;;;;
"
";;;;;
(;;;;;
atharine;PER;PER;PER;PER;PER
et;;;;;
ea;;;;;
flle;;;;;
regertent;;;;;
l;;;;;
hraselst;;;;;
.;;;;;
"
";;;;;
Ls;;;;;
lndemain;;;;;
matin;;;;;
,;;;;;
Cutherino;PER;PER;PER;PER;PER
mpeign;;;;;
les;;;;;
"
";;;;;
grands;;;;;
cheveux;;;;;
noirs;;;;;
d;;;;;
sn;;;;;
petit;;;;;
fillo;;;;;
avese;;;;;
oneore;;;;;
"
";;;;;
plus;;;;;
de;;;;;
asoin;;;;;
qui;;;;;
ordinaire;;;;;
";";;;;;
oll;;;;;
lui;;;;;
lava;;;;;
le;;;;;
vi-;;;;;
"
";;;;;
aage;;;;;
at;;;;;
les;;;;;
mains;;;;;
,;;;;;
l';;;;;
habilla;;;;;
le;;;;;
plus;;;;;
propement;;;;;
"
";;;;;
quolle;;;;;
lo;;;;;
put;;;;;
,;;;;;
et;;;;;
olles;;;;;
partirent;;;;;
pour;;;;;
aller;;;;;
ches;;;;;
"
";;;;;
Mc;PER;PER;PER;PER;PER
Dumont;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
ElIea;;;;;
arrivbrent;;;;;
devant;;;;;
une;;;;;
grill;;;;;
qui;;;;;
servait;;;;;
ds;;;;;
"
";;;;;
porte;;;;;
i;;;;;
un;;;;;
beau;;;;;
jardin;;;;;
";";;;;;
mais;;;;;
,;;;;;
commo;;;;;
il;;;;;
ny;;;;;
avait;;;;;
];;;;;
"
";;;;;
personne;;;;;
,;;;;;
Cutherine;PER;PER;PER;PER;PER
suivit;;;;;
le;;;;;
mur;;;;;
et;;;;;
vit;;;;;
unegrande;;;;;
"
";;;;;
c;;;;;
:;;;;;
z;;;;;
:;;;;;
:;;;;;
:;;;;;
:;;;;;
"
";;;;;
ceau;;;;;
de;;;;;
pain;;;;;
et;;;;;
deux;;;;;
sous;;;;;
.;;;;;
"
 ";;;;;
arei;;;;;
,;;;;;
mdemoisells;PER;;;;
,;;;;;
dit;;;;;
Ctherin;PER;PER;PER;PER;PER
";";;;;;
meis;;;;;
je;;;;;
"
";;;;;
voudrais;;;;;
parler;;;;;
h;;;;;
votre;;;;;
dame;;;;;
.;;;;;
"
";;;;;
LL;;;;;
 ;;;;;
auwre;;;;;
temme;;;;;
,;;;;;
on;;;;;
ne;;;;;
peut;;;;;
gee;;;;;
ls;;;;;
voir;;;;;
"
 ";;;;;
cette;;;;;
heure;;;;;
-;;;;;
ci;;;;;
.;;;;;
"
";;;;;
-;;;;;
Eh;;;;;
bien;;;;;
l;;;;;
voulea;;;;;
-vous;;;;;
lui;;;;;
demander;;;;;
si;;;;;
c';;;;;
est;;;;;
"
";;;;;
elle;;;;;
qui;;;;;
a;;;;;
perdu;;;;;
ce;;;;;
que;;;;;
j';;;;;
ai;;;;;
trouv6;;;;;
hier;;;;;
sur;;;;;
la;;;;;
"
";;;;;
grande;;;;;
route;;;;;
 ;;;;;
sn;;;;;
"
";;;;;
Et;;;;;
elle;;;;;
montra;;;;;
le;;;;;
bijou;;;;;
,;;;;;
qu';;;;;
elle;;;;;
avait;;;;;
enveloppe;;;;;
"
";;;;;
d';;;;;
un;;;;;
chiffon;;;;;
bien;;;;;
blane;;;;;
.;;;;;
"
";;;;;
a;;;;;
Justement;;;;;
l;;;;;
e';;;;;
est;;;;;
le;;;;;
bracelet;;;;;
que;;;;;
madame;PER;;;;
a;;;;;
"
";;;;;
perdu;;;;;
hier;;;;;
en;;;;;
se;;;;;
promenant;;;;;
avee;;;;;
les;;;;;
anfhntsl;;;;;
lle;;;;;
"
";;;;;
va;;;;;
8tre;;;;;
bien;;;;;
contente;;;;;
de;;;;;
le;;;;;
retrouver;;;;;
";";;;;;
oar;;;;;
nousMAMCG;;;;;
D;;;;;
JRANN;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
l';;;;;
avons;;;;;
eherh6;;;;;
jusqu';;;;;
h;;;;;
la;;;;;
nuit;;;;;
.;;;;;
Ie;;;;;PER
vais;;;;;
la;;;;;
lui;;;;;
por-;;;;;
"
";;;;;
tor;;;;;
:;;;;;
an;;;;;
attendant;;;;;
,;;;;;
ma;PER;;;;
brave;PER;;;;
fmme;PER;;;;
,;;;;;
aayea;;;;;
-;;;;;
voua;PER;;;;
"
";;;;;
asur;;;;;
le;;;;;
hana;;;;;
.;;;;;
Patito;;;;;
,;;;;;
vions;;;;;
avaa;;;;;
moi;;;;;
,;;;;;
tu;;;;;
rendras;;;;;
"
";;;;;
toi;;;;;
-;;;;;
mme;;;;;
le;;;;;
braselaet;;;;;
a;;;;;
madame;PER;;;;
.;;;;;
"
";;;;;
Ia;PER;PER;;PER;
patit;PER;PER;;PER;
Ieanne;PER;PER;PER;PER;PER
regarda;;;;;
asa;;;;;
mbre;;;;;
,;;;;;
qui;;;;;
lui;;;;;
dit;;;;;
:;;;;;
"
";;;;;
a;;;;;
VWa;;;;;
,;;;;;
ma;PER;;;;
flllo;PER;;;;
,;;;;;
at;;;;;
sois;;;;;
bion;;;;;
honnt;;;;;
.;;;;;
n;;;;;
"
";;;;;
Mailamo;;PER;PER;;PER
umont;;PER;PER;;PER
.;;;;;
"
";;;;;
Ia;;;;;
servanto;;;;;
prit;;;;;
launne;;PER;PER;PER;
pur;;;;;
la;;;;;
main;;;;;
et;;;;;
la;;;;;
fit;;;;;
en-;;;;;
"
";;;;;
trer;;;;;
dans;;;;;
Ia;;;;;
maison;;;;;
.;;;;;
Elles;;;;;
montbrent;;;;;
un;;;;;
grand;;;;;
"
";;;;;
esealier;;;;;
et;;;;;
traversbrent;;;;;
une;;;;;
chambre;;;;;
ploine;;;;;
da;;;;;
"
";;;;;
beuaux;;;;;
meuhles;;;;;
.;;;;;
lennne;PER;PER;PER;PER;PER
ouvrait;;;;;
do;;;;;
gcands;;;;;
yeux;;;;;
,;;;;;
cur;;;;;
"
";;;;;
olle;;;;;
n';;;;;
avait;;;;;
jamais;;;;;
rian;;;;;
vu;;;;;
de;;;;;
semblable;;;;;
.;;;;;
Elles;;;;;
en-;;;;;
"
";;;;;
trbrent;;;;;
duns;;;;;
une;;;;;
autre;;;;;
humbre;;;;;
ou;;;;;
il;;;;;
y;;;;;
avait;;;;;
deux;;;;;
"
";;;;;
lits;;;;;
tout;;;;;
blanos;;;;;
.;;;;;
Mme;PER;PER;PER;PER;PER
Dumont;PER;PER;PER;PER;PER
6tait;;;;;
occupee;;;;;
 ;;;;;
pei-;;;;;
"
";;;;;
gner;;;;;
les;;;;;
cheveux;;;;;
blonds;;;;;
d';;;;;
une;;;;;
petite;;;;;
demoisello;;;;;
"
";;;;;
qui;;;;;
6tait;;;;;
de;;;;;
lge;;;;;
de;;;;;
Jeanne;PER;PER;PER;PER;PER
,;;;;;
et;;;;;
qui;;;;;
se;;;;;
mit;;;;;
i;;;;;
diro;;;;;
:;;;;;
"
";;;;;
a;;;;;
Ahl;;;;;
maman;PER;PER;;;
,;;;;;
la;;;;;
jolie;;;;;
ptite;;;;;
fille;;;;;
";";;;;;
voyez;;;;;
doneln;;;;;
"
";;;;;
Mme;PER;PER;PER;PER;PER
Dumont;PER;PER;PER;PER;PER
leva;;;;;
les;;;;;
yeux;;;;;
,;;;;;
et;;;;;
sa;;;;;
servante;;;;;
lui;;;;;
"
";;;;;
dit;;;;;
:;;;;;
"
";;;;;
a;;;;;
Cstte;;;;;
enfant;;;;;
a;;;;;
trouv6;;;;;
le;;;;;
bracelet;;;;;
de;;;;;
ma-;PER;;;;
"
";;;;;
dame;PER;;;;
et;;;;;
vient;;;;;
le;;;;;
lui;;;;;
rapporter;;;;;
.;;;;;
Allons;;;;;
,;;;;;
petite;;;;;
,;;;;;
"
";;;;;
avanee;;;;;
done;;;;;
";";;;;;
madame;PER;;;;
est;;;;;
bien;;;;;
bonne;;;;;
";";;;;;
n;;;;;
aie;;;;;
pas;;;;;
"
";;;;;
peurl;;;;;
w;;;;;
"
";;;;;
.;;;;;
eanne;PER;PER;PER;PER;PER
se;;;;;
laissa;;;;;
mener;;;;;
par;;;;;
la;;;;;
servante;;;;;
en;;;;;
tenant;;;;;
"
";;;;;
la;;;;;
tte;;;;;
haissee;;;;;
et;;;;;
sans;;;;;
oser;;;;;
seulement;;;;;
lever;;;;;
les;;;;;
"
";;;;;
yeux;;;;;
.;;;;;
"
";;;;;
ILa;;;;;
dame;;;;;
lui;;;;;
dit;;;;;
:;;;;;
"
";;;;;
e;;;;;
Tu;;;;;
ne;;;;;
sais;;;;;
pas;;;;;
tout;;;;;
le;;;;;
plaisir;;;;;
que;;;;;
tu;;;;;
me;;;;;
fais;;;;;
,;;;;;
"
";;;;;
mon;PER;;;;
enfant;PER;;;;
,;;;;;
en;;;;;
me;;;;;
rapportant;;;;;
ee;;;;;
bracelet;;;;;
.;;;;;
Qui;;;;;
"
";;;;;
es;;;;;
-;;;;;
tu;;;;;
donc;;;;;
 ;;;;;
sPnEMIRRR;;;;;
ARTIR;;;;;
.;;;;;
"
";;;;;
Comma;;;;;
laeunno;PER;PER;PER;;
ne;;;;;
diauit;;;;;
rin;;;;;
,;;;;;
lu;;;;;
aarvante;;;;;
r6pan-;;;;;
"
";;;;;
dit;;;;;
pour;;;;;
lle;;;PER;;
"
";;;PER;;
Mndame;PER;PER;PER;;
,;;;;;
sa;;;;;
mr;;;;;
eat;;;;;
an;;;;;
has;;;;;
 ;;;;;
la;;;;;
porto;;;;;
";";;;;;
o';;;;;
ost;;;;;
"
";;;;;
une;;;;;
puuvr;;;;;
fno;;;;;
qui;;;;;
domuando;;;;;
sen;;;;;
pi;;;;;
"
";;;;;
-;;;;;
Js;;;;;
daaaendruai;;;;;
la;;;;;
voir;;;;;
aussitt;;;;;
que;;;;;
jaurai;;;;;
re-;;;;;
"
";;;;;
lav6;;;;;
les;;;;;
chavaux;;;;;
d';;;;;
Isaure;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
--;;;;;
Madalains;PER;PER;;PER;
,;;;;;
s';;;;;
oria;;;;;
Ia;;;;;
ptit;;;;;
demisells;;;;;
"
";;;;;
blnds;;;;;
,;;;;;
jespo;;;;;
qu;;;;;
tn;;;;;
no;;;;;
dires;;;;;
plwe;;;;;
que;;;;;
le;;;;;
"
";;;;;
endrli;;;;;
ost;;;;;
un;;;;;
jour;;;;;
ds;;;;;
malheur;;;;;
:;;;;;
tu;;;;;
vois;;;;;
bien;;;;;
"
";;;;;
que;;;;;
lon;;;;;
peut;;;;;
tro;;;;;
heuroux;;;;;
ca;;;;;
jourl;;;;;
tout;;;;;
eommo;;;;;
"
";;;;;
tin;;;;;
uutro;;;;;
.;;;;;
"
";;;;;
-;;;;;
Et;;;;;
e;;;;;
n;;;;;
eux;;;;;
p;;;;;
quil;;;;;
ny;;;;;
it;;;;;
d;;;;;
honheus;;;;;
"
";;;;;
que;;;;;
pour;;;;;
moi;;;;;
aujourd'hui;MISC;;;;
,;;;;;
ajouta;;;;;
Mmo;PER;PER;PER;PER;
Dumont;PER;PER;PER;PER;
";";;;;;
"
";;;;;
cstto;;;;;
pauvrs;;;;;
femme;;;;;
sea;;;;;
bien;;;;;
resompenee-;;;;;
"
";;;;;
Mmie;PER;PER;PER;PER;
Dumont;PER;PER;PER;PER;
descendit;;;;;
ualors;;;;;
,;;;;;
suivie;;;;;
d';;;;;
Isaure;PER;PER;PER;PER;
et;;;;;
"
";;;;;
do;;;;;
la;;;;;
servante;;;;;
,;;;;;
qui;;;;;
tenait;;;;;
toujours;;;;;
Janne;PER;PER;PER;PER;
pas;;;;;
la;;;;;
"
";;;;;
main;;;;;
.;;;;;
Quand;;;;;
llo;;;PER;;
fut;;;;;
urriveo;;;;;
au;;;;;
bas;;;;;
de;;;;;
l';;;;;
esealier;;;;;
,;;;;;
"
";;;;;
ll;;;;;
appela;;;;;
Catherine;PER;PER;PER;PER;
,;;;;;
et;;;;;
,;;;;;
la;;;;;
voyant;;;;;
si;;;;;
ple;;;;;
,;;;;;
ell;;;;;
l;;;;;
"
";;;;;
fit;;;;;
asseoir;;;;;
.;;;;;
"
";;;;;
a;;;;;
O;;;;;
avez;;;;;
-vous;;;;;
done;;;;;
trouv6;;;;;
mon;;;;;
braeelet;;;;;
?;;;;;
"
";;;;;
-;;;;;
Madame;MISC;;;;
,;;;;;
e';;;;;
est;;;;;
Jeane;PER;PER;PER;PER;PER
,;;;;;
ma;;;;;
petite;;;;;
fille;;;;;
,;;;;;
qui;;;;;
la;;;;;
