Token,accord,
bien,,
blane,,
.,,
"
",,
a,,
Justement,,
l,,
e',,
est,,
le,,
bracelet,,
que,,
madame,,
a,,
"
",,
perdu,,
hier,,
en,,
se,,
promenant,,
avee,,
les,,
anfhntsl,,
lle,,
"
",,
va,,
8tre,,
bien,,
contente,,
de,,
le,,
retrouver,,
;,,
oar,,
nousMAMCG,,
D,,
JRANN,PER,
.,,
"
",,
l',,
avons,,
eherh6,,
jusqu',,
h,,
la,,
nuit,,
.,,
Ie,,
vais,,
la,,
lui,,
por-,,
"
",,
tor,,
:,,
an,,
attendant,,
0,,
ma,,
brave,,
fmme,,
0,,
aayea,,
0,,
voua,,
"
",,
asur,,
le,,
hana,,
.,,
Patito,,
0,,
vions,,
avaa,,
moi,,
0,,
tu,,
rendras,,
"
",,
toi,,
0,,
mme,,
le,,
braselaet,,
a,,
madame,,
.,,
"
",,
Ia,PER,
patit,PER,
Ieanne,PER,
regarda,,
asa,,
mbre,,
0,,
qui,,
lui,,
dit,,
:,,
"
",,
a,,
VWa,,
0,,
ma,,
flllo,,
0,,
at,,
sois,,
bion,,
honnt,,
.,,
n,,
"
",,
Mailamo,PER,
umont,PER,
.,,
"
",,
Ia,,
servanto,,
prit,,
launne,PER,
pur,,
la,,
main,,
et,,
la,,
fit,,
en-,,
"
",,
trer,,
dans,,
Ia,,
maison,,
.,,
Elles,,
montbrent,,
un,,
grand,,
"
",,
esealier,,
et,,
traversbrent,,
une,,
chambre,,
ploine,,
da,,
"
",,
beuaux,,
meuhles,,
.,,
lennne,PER,
ouvrait,,
do,,
gcands,,
yeux,,
0,,
cur,,
"
",,
olle,,
n',,
avait,,
jamais,,
rian,,
vu,,
de,,
semblable,,
.,,
Elles,,
en-,,
"
",,
trbrent,,
duns,,
une,,
autre,,
humbre,,
ou,,
il,,
y,,
avait,,
deux,,
"
",,
lits,,
tout,,
blanos,,
.,,
Mme,PER,
Dumont,PER,
6tait,,
occupee,,
 ,,
pei-,,
"
",,
gner,,
les,,
cheveux,,
blonds,,
d',,
une,,
petite,,
demoisello,,
"
",,
qui,,
6tait,,
de,,
lge,,
de,,
Jeanne,PER,
0,,
et,,
qui,,
se,,
mit,,
i,,
diro,,
:,,
"
",,
a,,
Ahl,,
maman,,
0,,
la,,
jolie,,
ptite,,
fille,,
;,,
voyez,,
doneln,,
"
",,
Mme,PER,
Dumont,PER,
leva,,
les,,
yeux,,
0,,
et,,
sa,,
servante,,
lui,,
"
",,
dit,,
:,,
"
",,
a,,
Cstte,,
enfant,,
a,,
trouv6,,
le,,
bracelet,,
de,,
ma-,,
"
",,
dame,,
et,,
vient,,
le,,
lui,,
rapporter,,
.,,
Allons,,
0,,
petite,,
0,,
"
",,
avanee,,
done,,
;,,
madame,,
est,,
bien,,
bonne,,
;,,
n,,
aie,,
pas,,
"
",,
peurl,,
w,,
"
",,
.,,
eanne,PER,
se,,
laissa,,
mener,,
par,,
la,,
servante,,
en,,
tenant,,
"
",,
la,,
tte,,
haissee,,
et,,
sans,,
oser,,
seulement,,
lever,,
les,,
"
",,
yeux,,
.,,
"
",,
ILa,,
dame,,
lui,,
dit,,
:,,
"
",,
e,,
Tu,,
ne,,
sais,,
pas,,
tout,,
le,,
plaisir,,
que,,
tu,,
me,,
fais,,
0,,
"
",,
mon,,
enfant,,
0,,
en,,
me,,
rapportant,,
ee,,
bracelet,,
.,,
Qui,,
"
",,
es,,
0,,
tu,,
donc,,
 ,,
sPnEMIRRR,,
ARTIR,,
.,,
"
",,
Comma,,
laeunno,PER,
ne,,
diauit,,
rin,,
0,,
lu,,
aarvante,,
r6pan-,,
"
",,
dit,,
pour,,
lle,,
"
",,
Mndame,,
0,,
sa,,
mr,,
eat,,
an,,
has,,
 ,,
la,,
porto,,
;,,
o',,
ost,,
"
",,
une,,
puuvr,,
fno,,
qui,,
domuando,,
sen,,
pi,,
"
",,
0,,
Js,,
daaaendruai,,
la,,
voir,,
aussitt,,
que,,
jaurai,,
re-,,
"
",,
lav6,,
les,,
chavaux,,
d',,
Isaure,PER,
.,,
"
",,
--,,
Madalains,PER,
0,,
s',,
oria,,
Ia,,
ptit,,
demisells,,
"
",,
blnds,,
0,,
jespo,,
qu,,
tn,,
no,,
dires,,
plwe,,
que,,
le,,
"
",,
endrli,,
ost,,
un,,
jour,,
ds,,
malheur,,
:,,
tu,,
vois,,
bien,,
"
",,
que,,
lon,,
peut,,
tro,,
heuroux,,
ca,,
jourl,,
tout,,
eommo,,
"
",,
tin,,
uutro,,
.,,
"
",,
0,,
Et,,
e,,
n,,
eux,,
p,,
quil,,
ny,,
it,,
d,,
honheus,,
"
",,
que,,
pour,,
moi,,
aujourd'hui,,
0,,
ajouta,,
Mmo,PER,
Dumont,PER,
;,,
"
",,
cstto,,
pauvrs,,
femme,,
sea,,
bien,,
resompenee-,,
"
",,
Mmie,PER,
Dumont,PER,
descendit,,
ualors,,
0,,
suivie,,
d',,
Isaure,PER,
et,,
"
",,
do,,
la,,
servante,,
0,,
qui,,
tenait,,
toujours,,
Janne,PER,
pas,,
la,,
"
",,
main,,
.,,
Quand,,
llo,,
fut,,
urriveo,,
au,,
bas,,
de,,
l',,
esealier,,
0,,
"
",,
ll,,
appela,,
Catherine,PER,
0,,
et,,
0,,
la,,
voyant,,
si,,
ple,,
0,,
ell,,
l,,
"
",,
fit,,
asseoir,,
.,,
"
",,
a,,
O,,
avez,,
-vous,,
done,,
trouv6,,
mon,,
braeelet,,
?,,
"
",,
0,,
Madame,,
0,,
e',,
est,,
Jeane,PER,
0,,
ma,,
petite,,
fille,,
0,,
qui,,
la,,
"
",,
vu,,
reluire,,
au,,
soleil,,
et,,
qui,,
l',,
a,,
ruamass6,,
au,,
hord,,
du,,
"
",,
foss8,,
sur,,
la,,
route,,
"
",,
i,,
0,,
a,,
narco,,
do,,
o,,
rairee,,
"
",,
voici,,
quinze,,
franes,,
pour,,
vous,,
reeompenser,,
de,,
"
",,
votre,,
probit6,,
.,,
"
  ",,
rei,,
0,,
madams,,
:,,
i,,
nai,,
fit,,
qe,,
mss,,
],,
"
",,
deoir,,
en,,
vous,,
rendant,,
ee,,
qui,,
vous,,
appartient,,
;,,
je,,
],,
"
",,
ne,,
dois,,
pas,,
en,,
etre,,
recompensee,,
.,,
"
",,
GiaaeeeI,,
"
",,
plaisir,,
0,,
je,,
veux,,
vous,,
en,,
faire,,
un,,
aussi,,
:,,
prene,,
],,
"
",,
done,,
cet,,
argent,,
.,,
NFaN,,
B,,
JIEANNR,PER,
.,,
"
",,
0,,
Que,,
ieu,WARNING !!,
vous,,
banisso,,
0,,
mndme,,
0,,
ur,,
lo,,
"
",,
bion,,
que,,
vous,,
ma,,
faitssl,,
"
",,
0,,
Mais,,
0,,
ditaa,,
-moi,,
:,,
il,,
me,,
aembl,,
que,,
je,,
ne,,
vous,,
"
",,
i,,
jamuis,,
vu,,
dans,,
ee,,
pya,,
0,,
eit,,
Pourquoi,,
mndioa-,,
"
",,
vous,,
done,,
0,,
6tant,,
oncuro,,
dans,,
la,,
farae,,
do,,
l',,
gaf,,
"
",,
0,,
Cest,,
que,,
0,,
maduame,,
0,,
jy,,
suias,,
tore6a,,
pur,,
mu,,
"
",,
grande,,
misbra,,
.,,
n,,
"
",,
Alors,,
elle,,
raeonta,,
son,,
mulheur,,
et,,
la,,
charit6,,
da,,
"
",,
lua,PER,
mbre,PER,
Nunnetta,PER,
.,,
"
",,
a,,
Ctherine,PER,
0,,
vous,,
envarrez,,
volr,,
patits,,
flllo,,
iei,,
"
",,
tous,,
les,,
vendredis,,
0,,
et,,
j,,
lui,,
donnerai,,
une,,
pice,,
du,,
"
",,
inquunte,,
centimes,,
.,,
"
",,
--,,
(,,
Que,,
Dieu,MISC,
vous,,
recompense,,
0,,
madamel,,
n,,
"
",,
KEt,,
Catherine,PER,
0,,
ayat,,
prias,,
aa,,
fille,,
par,,
la,,
main,,
0,,
"
",,
sortit,,
pour,,
retourner,,
chez,,
la,PER,
mbre,PER,
Nannette,PER,
.,,
"
",,
En,,
entrant,,
0,,
elle,,
lui,,
presenta,,
les,,
trois,,
piess,,
de,,
"
",,
oinq,,
franes,,
quon,,
lui,,
wvait,,
donnes,,
:,,
"
",,
s,,
Prene,,
0,,
les,,
0,,
mre,PER,
Nannette,PER,
;,,
ga,,
vous,,
ddomma-,,
"
",,
gera,,
un,,
peu,,
;,,
car,,
il,,
nest,,
pas,,
juste,,
que,,
vous,,
me,,
lo-,,
"
",,
giez,,
poeur,,
rien,,
si,,
je,,
puis,,
vous,,
donner,,
quelque,,
chose,,
.,,
"
",,
0,,
Vous,,
savez,,
bien,,
0,,
Catherine,PER,
0,,
que,,
je,,
ne,,
veux,,
"
",,
rien,,
aeeepter,,
pour,,
cela,,
;,,
ce,,
n',,
est,,
pas,,
une,,
grande,,
"
",,
gene,,
pour,,
moi,,
de,,
vous,,
avoir,,
dans,,
ma,,
maison,,
0,,
qui,,
"
",,
eut,,
nous,,
loger,,
toutes,,
les,,
deux,,
;,,
mon,,
feu,,
peut,,
"
",,
faire,,
bouillir,,
votre,,
pot,,
en,,
meme,,
temps,,
que,,
le,,
mien,,
.,,
"
",,
Mais,,
donnez,,
-moi,,
votre,,
argent,,
;,,
je,,
vous,,
le,,
garderai,,
"
",,
pour,,
acheter,,
ce,,
qui,,
vous,,
sera,,
necessaire,,
.,,
"
",,
Gatharine,PER,
va,,
dans,,
san,,
viilage,,
.,,
"
",,
Apres,,
setre,,
reposee,,
tout,,
le,,
reste,,
de,,
la,,
journ6e,,
0,,
"
",,
Catherine,PER,
se,,
soucha,,
de,,
bonne,,
heure,,
.,,
Le,,
lende,,
0,,
RMIRn,,
PARIIR,,
.,,
"
",,
muin,,
lla,,
avella,,
laeanna,PER,
de,,
han,,
matn,,
;,,
elle,,
l',,
ha-,,
"
",,
hilla,,
at,,
lui,,
luva,,
lea,,
mains,,
et,,
lo,,
visag,,
;,,
puis,,
0,,
aprbs,,
"
",,
lui,,
avoir,,
fait,,
fira,,
sa,,
pribra,,
0,,
ella,,
lui,,
dit,,
:,,
"
",,
a,,
Ma,,
fllle,,
0,,
il,,
faut,,
qu,,
j',,
aille,,
a,,
notre,,
villago,,
pour,,
"
",,
prier,,
maltre,PER,
Guillaume,PER,
da,,
muamenaer,,
isi,,
notra,,
"
",,
pauvre,,
mobilier,,
.,,
le,,
ne,,
peux,,
pa,,
tammaner,,
0,,
tu,,
es,,
"
",,
trop,,
potit,,
pour,,
fire,,
tnt,,
da,,
chemin,,
;,,
tu,,
no,,
mar-,,
"
",,
horuais,,
pns,,
ponduanl,,
trois,,
lieues,,
de,,
suite,,
.,,
Si,,
la,PER,
"
",,
mre,PER,
Nunnette,PER,
0,,
qui,,
ost,,
une,,
brave,,
femme,,
0,,
veut,,
"
",,
bian,,
ta,,
garder,,
aee,,
ello,,
pendant,,
ce,,
tmps,,
0,,
lh,,
0,,
jirai,,
"
",,
trouver,,
mattr,PER,
Guillaume,PER,
0,,
ot,,
tu,,
mattandras,,
ioi,,
;,,
"
",,
jae,,
oouchorai,,
dans,,
aa,,
grunge,,
0,,
et,,
demain,,
de,,
honno,,
"
",,
heura,,
je,,
serai,,
de,,
retour,,
.,,
"
",,
i,,
id,,
innno,,
ilun,,
n,,
wss,,
:,,
pei,,
e,,
"
",,
olle,,
eut,,
consid6r6,,
la,,
bonne,,
flgure,,
de,,
la,PER,
mbere,PER,
Nan-,PER,
"
",,
nette,,
0,,
elle,,
dit,,
qu',,
elle,,
voulait,,
bien,,
rester,,
;,,
Cathe-,PER,
],,
"
",,
rine,PER,
partit,,
0,,
et,,
euanne,PER,
0,,
sappreehant,,
tout,,
douee-,,
],,
"
",,
ment,,
de,,
la,PER,
mre,PER,
Nannette,PER,
0,,
lui,,
dit,,
:,,
"
 ",,
vules,,
0,,
ous,,
memmener,,
aux,,
champs,,
aee,,
],,
"
",,
vous,,
 ,,
je,,
garderai,,
bien,,
les,,
oisons,,
.,,
"
",,
-0i,,
0,,
ma,,
Jeanne,PER,
0,,
je,,
ne,,
demande,,
pas,,
mieux,,
.,,
"
",,
Aprs,,
lavoir,,
fait,,
d6jeuner,,
aee,,
elle,,
0,,
la,PER,
mere,PER,
],,
"
",,
Nannette,PER,
amena,,
les,,
oisons,,
sous,,
le,,
noyer,,
0,,
et,,
leanne,PER,
],,
"
",,
lesgarda,,
pendant,,
que,,
la,,
vieille,,
femms,,
d6taehaitea,,
],,
"
",,
vaehe,,
et,,
sa,,
ehbvre,,
.,,
Cette,,
petite,,
sentendait,,
si,,
bienh,,
],,
"
",,
conduire,,
les,,
oies,,
et,,
i,,
les,,
empecher,,
de,,
faire,,
du,,
dom-,,
],,
"
",,
mage,,
0,,
que,,
la,PER,
mre,PER,
Nainnette,PER,
en,,
6tait,,
tout,,
etonnea,,
.,,
],,
"
",,
ers,,
les,,
dix,,
heures,,
0,,
comme,,
il,,
eommengait,,
h,,
],,
"
",,
faire,,
chaud,,
0,,
elles,,
firent,,
rentrer,,
les,,
betes,,
0,,
qui,,
ne,,
],,
"
",,
voulaient,,
plns,,
manger,,
dehors,,
0,,
paree,,
qu',,
elles,,
],,
"
",,
6taient,,
tourmentees,,
par,,
les,,
mouches,,
.,,
Jeanne,PER,
vou-,,
],,
"
",,
lut,,
0,,
ensuite,,
aller,,
a,,
l',,
herhe,,
;,,
elle,,
en,,
ramassa,,
un,,
bon]NANG,,
D,,
JANNH,,
.,,
"
",,
petit,,
puaquet,,
qu',,
ellae,,
lia,,
dans,,
sun,,
tablier,,
0,,
et,,
olla,,
la,,
"
",,
pst,,
su,,
sa,,
tte,,
an,,
l,,
maintanant,,
avea,,
80s,,
deux,,
"
",,
petites,,
mains,,
0,,
pour,,
le,,
raporter,,
a,,
la,,
maisn,,
.,,
ILa,PER,
"
",,
mbre,PER,
Nannetta,PER,
lui,,
donnu,,
des,,
prunes,,
pour,,
ason,,
gou-,,
"
",,
ter,,
;,,
et,,
0,,
quand,,
la,,
haleur,,
fut,,
tomhee,,
0,,
alles,,
flrant,,
"
",,
sortir,,
oneore,,
les,,
hestiaux,,
0,,
et,,
ne,,
les,,
ramanbrent,,
"
",,
qu',,
i,,
la,,
brune,,
0,,
en,,
puaasuant,,
puar,,
l',,
abrauvoir,,
.,,
On,,
leur,,
"
",,
donna,,
pour,,
la,,
nuit,,
uno,,
grande,,
partio,,
de,,
lherba,,
"
",,
qui,,
avait,,
te6,,
ramass6e,,
.,,
ILa,PER,
mre,PER,
Nannette,PER,
fit,,
une,,
"
",,
honne,,
soupo,,
aux,,
pommes,,
de,,
terro,,
0,,
et,,
Jeanne,PER,
0,,
qui,,
"
",,
n'6tait,,
pus,,
habituee,,
 ,,
en,,
avoir,,
de,,
pareille,,
0,,
en,,
"
",,
mangea,,
uno,,
grande,,
assiettee,,
;,,
puis,,
elle,,
se,,
coueha,,
.,,
"
",,
Lenfant,,
6tait,,
bien,,
un,,
peu,,
lasse,,
0,,
mais,,
tres,,
0,,
contente,,
"
",,
d',,
avoir,,
aid6,,
la,PER,
mbre,PER,
Nannette,PER,
.,,
"
",,
Ia,PER,
mtre,PER,
Mannaetto,PER,
mne,,
eanne,PER,
h,,
la,,
messe,,
.,,
"
",,
Le,,
lendemain,,
0,,
en,,
s',,
eveillant,,
0,,
la,,
petite,,
Jeunne,PER,
"
",,
appela,,
sa,,
mbra,,
;,,
puis,,
0,,
se,,
souvenant,,
qu',,
elle,,
n'6tait,,
"
",,
pas,,
la,,
0,,
elle,,
se,,
leva,,
0,,
s',,
habilla,,
et,,
pria,,
la,PER,
mbre,PER,
Nan-,PER,
"
",,
nette,PER,
de,,
la,,
laver,,
et,,
de,,
la,,
peigner,,
0,,
comme,,
faisait,,
"
",,
Catherine,PER,
;,,
ensuite,,
0,,
elle,,
se,,
mit,,
 ,,
genoux,,
et,,
fit,,
sa,,
"
",,
priire,,
.,,
"
",,
a,,
Quelles,,
prieres,,
sais,,
0,,
tu,,
 ,,
lui,,
demanda,,
la,PER,
mre,PER,
"
",,
Nannette,PER,
.,,
"
",,
0,,
e,,
sais,,
Notre,MISC,
Pere,MISC,
et,,
Je,MISC,
vous,MISC,
sale,MISC,
0,,
Marie,MISC,
.,,
"
",,
0,,
Dias,,
0,,
les,,
done,,
tout,,
haut,,
.,,
n,,
"
",,
eanne,PER,
les,,
r6ecita,,
sans,,
en,,
manquer,,
un,,
mot,,
.,,
"
",,
Quand,,
alle,,
eut,,
fini,,
0,,
eomme,,
elle,,
restait,,
enecore,,
a,,
"
",,
genoux,,
0,,
la.mere,PER,
Nannette,PER,
lui,,
demanda,,
:,,
"
",,
a,,
Que,,
dis,,
0,,
tu,,
done,,
encore,,
f,,
"
",,
0,,
Je,,
demande,,
au,,
bon,,
Dieu,MISC,
d',,
avoir,,
piti6,,
derFREMIRRE,,
PAHYTIk,,
.,,
"
",,
nous,,
at,,
de,,
bnir,,
tous,,
eaux,,
qui,,
nous,,
assislont,,
;,,
"
",,
io,,
dis,,
votra,,
nom,,
lo,,
premir,,
et,,
celui,,
de,,
Mme,PER,
Du-,PER,
"
",,
mont,PER,
apres,,
.,,
Maman,,
me,,
la,,
fait,,
diro,,
aomme,,
eela,,
"
",,
hier,,
.,,
n,,
"
",,
la,,
messe,,
sonna,,
0,,
t,,
la,PER,
mbre,PER,
Nannette,PER,
prit,,
ses,,
"
",,
leaux,,
hahits,,
.,,
Elle,,
regarda,,
la,PER,
potite,PER,
leanno,PER,
0,,
aet,,
0,,
lui,,
"
",,
voyant,,
un,,
fichu,,
tout,,
dshir6,,
0,,
elle,,
lui,,
en,,
mit,,
un,,
"
",,
des,,
sions,,
;,,
puis,,
elles,,
puartirent,,
pour,,
leglise,LOC,
0,,
em-,,
"
",,
portant,,
chuacune,,
sa,,
chaise,,
.,,
"
",,
Pendant,,
toute,,
la,,
messe,,
0,,
Jeanne,PER,
tint,,
un,,
chapelet,,
"
",,
quo,,
lui,,
avait,,
pret,,
la,PER,
mre,PER,
Nanntte,PER,
0,,
et,,
dit,,
seas,,
"
",,
pribres,,
.,,
Elle,,
ne,,
tourna,,
point,,
Ia,,
tle,,
pour,,
voir,,
qui,,
"
",,
entrait,,
ni,,
qui,,
sortait,,
;,,
elle,,
se,,
mettait,,
a,,
genoux,,
en,,
"
",,
iumo,,
temps,,
que,,
tout,,
le,,
monde,,
0,,
et,,
se,,
relevait,,
"
",,
coIme,,
les,,
autres,,
.,,
"
",,
M.,,
le,,
eur6,,
0,,
aprbes,,
la,,
messe,,
0,,
demanda,,
 ,,
la,PER,
mero,PER,
"
",PER,
Nannette,PER,
oi,,
elle,,
avait,,
pris,,
cette,,
enfant,,
0,,
la,,
.,,
Alors,,
"
",,
elle,,
lui,,
raeonta,,
l',,
histoire,,
de,,
Catherine,PER,
.,,
"
",,
a,PER,
Mere,PER,
Nannette,PER,
0,,
vous,,
etes,,
une,,
digne,,
femmne,,
0,,
"
",,
lui,,
dit,,
-il,,
;,,
la,,
parole,,
de,,
Dieu,MISC,
n',,
est,,
pas,,
perdue,,
pour,,
"
",,
OUB,,
.,,
"
",,
Retour,,
de,,
Catherine,PER,
.,,
"
",,
Vers,,
midi,,
0,,
lon,,
vit,,
venir,,
mattre,PER,
Guillaume,PER,
dans,,
"
",,
une,,
charrette,,
attel6e,,
d',,
un,,
bel,,
ane,,
brun,,
.,,
l,,
s',,
arreta,,
],,
"
",,
devant,,
la,,
porte,,
de,,
la,PER,
mhre,PER,
Nannette,PER,
0,,
et,,
fit,,
descen-,,
],,
"
",,
dre,,
Catherine,PER,
0,,
qui,,
fut,,
bien,,
contente,,
de,,
revoir,,
sa,,
],,
"
",,
petite,PER,
Jeanne,PER,
quelle,,
n',,
avait,,
jamais,,
quittee,,
aupa-,,
"
",,
ravant,,
.,,
Elle,,
ddtela,,
lane,,
;,,
la,PER,
mre,PER,
Nannette,PER,
le,,
prit,,
],,
"
",,
par,,
le,,
licou,,
pour,,
lattacher,,
dans,,
l'6table,,
a,,
a0,,
t,,
de,,
],,
"
",,
sa,,
vaehe,,
;,,
puis,,
ello,,
remplit,,
lo,,
rAtelier,,
de,,
bon,,
tfle,,
0,,
],,
"
",,
et,,
revint,,
aider,,
Guillaume,PER,
i,,
descendre,,
le,,
coffre,,
et]KNFANCR,,
DRB,,
JANNE,PER,
.,,
"
",,
],,
"
",,
1e,,
lit,,
da,,
Ctherine,PER,
.,,
Ce,,
lit,,
avait,,
des,,
rideaux,,
de,,
toue,,
],,
"
",,
ruay6e,,
et,,
una,,
paillasasa,,
que,,
Guillauma,PER,
avait,,
rem-,,
],,
"
",,
plie,,
de,,
puille,,
frathe,,
0,,
en,,
souvenir,,
de,,
son,,
amitie,,
"
",,
HI,,
"

",,
aI,,
"
",,
:,,
"
",,
I,,
"
",,
r'I,,
"
",,
E,,
"
",,
h,,
"


",,
Ki,,
"
",,
L,,
"
",,
I,,
"
",,
I,,
"
",,
I,,
"
",,
I,,
"
",,
I,,
"
",,
.,,
"
",,
I,,
"

",,
G,,
"
",,
LLE2,,
"
",,
A,,
"

",,
I,,
"
",,
II1,,
"
",,
I,,
"
",,
----l,,
0,,
"

 
",,
MI,,
"
",,
N,,
"
 ",,
I,,
"
",,
"""",,
W,,
"



",,
I3,,
"
",,
l,,
"


",,
I,,
S,,
"
",,
k,,
0,,
at,,
"
",,
N,,
"
",,
3,,
.,,
"
",,
Ia,,
"
",,
II,,
"

",,
--ggg,,
"
",,
eanna,,
Aette,,
e,,
prlres,,
.,,
"
",,
pour,,
son,,
parent,,
0,,
lhomme,,
d6funt,,
de,,
Catherine,PER,
.,,
Il,,
"
",,
y,,
avuait,,
aussi,,
une,,
petite,,
chaise,,
.,,
On,,
monta,,
le,,
ciel,,
"
",,
du,,
lit,,
dans,,
un,,
coin,,
de,,
la,,
chambre,,
0,,
qui,,
6tait,,
fortPRMIIRRE,,
AHTI,,
.,,
"
",,
ade,,
;,,
on,,
mit,,
l,,
ohlit,,
dessous,,
at,,
 ,,
l,,
,,
coffhe,,
au,,
"
",,
pied,,
hu,,
lit,,
.,,
"
",,
x,,
A,,
present,,
quo,,
tout,,
est,,
ani,,
0,,
plaae,,
0,,
vona,,
alle,,
"
",,
goter,,
aves,,
notus,,
0,,
mattre,PER,
Guillaume,PER,
0,,
dit,,
la,PER,
mbre,PER,
"
",PER,
Nannette,PER,
0,,
Jai,,
fait,,
une,,
honne,,
trieass6o,,
deo,,
pommes,,
"
",,
de,,
terra,,
nouvelles,,
que,,
jai,,
acecommodees,,
avee,,
mon,,
"
",,
heurre,,
tont,,
frais,,
;,,
j',,
ai,,
aussi,,
eueilli,,
une,,
salade,,
dans,,
"
",,
mon,,
jardin,,
0,,
et,,
nous,,
lassaisonnerons,,
aveo,,
lhuile,,
"
",,
da,,
mon,,
nuyer,,
.,,
Mlon,,
puin,,
n',,
a,,
quo,,
quatre,,
jours,,
0,,
et,,
"
",,
moes,,
pruniers,,
0,,
suns,,
les,,
vanter,,
0,,
donnent,,
d',,
exeel-,,
"
",,
lentes,,
prunes,,
.,,
"
",,
Rn,,
diaant,,
cela,,
0,,
elle,,
alla,,
au,,
cellier,,
avee,,
la,,
petit,,
"
",,
Jeanne,PER,
0,,
et,,
en,,
rapporta,,
du,,
vin,,
bian,,
rougo,,
0,,
qui,,
eeu-,,
"
",,
mait,,
tout,,
autour,,
de,,
la,,
gueule,,
du,,
broe,,
.,,
"
",,
a,,
Voyevous,,
0,,
mattre,PER,
Guillaume,PER,
0,,
dit,,
-elle,,
en,,
po-,,
"
",,
sant,,
le,,
vase,,
sur,,
la,,
table,,
0,,
jai,,
toujours,,
un,,
quartaut,,
"
",,
ds,,
bon,,
vin,,
en,,
peree,,
.,,
Si,,
quelque,,
voisin,,
regoit,,
un,,
"
",,
mauvais,,
eoup,,
0,,
je,,
lui,,
en,,
porte,,
un,,
peu,,
;,,
quand,,
un,,
[,,
"
",,
malade,,
en,,
convaleseencee,,
n',,
a,,
pas,,
de,,
vin,,
pour,,
se,,
"
",,
refaire,,
0,,
je,,
lui,,
en,,
donne,,
aussi,,
longtemps,,
qu',,
il,,
en,,
a,,
],,
"
",,
besoin,,
;,,
et,,
tous,,
les,,
dimanches,,
j',,
en,,
donne,,
aussi,,
],,
"
",,
une,,
chopine,,
a,,
pere,PER,
Bonnet,PER,
0,,
le,,
vieux,,
pauvre,,
du,,
],,
"
",,
ourg,,
:,,
ga,,
le,,
r6ehauff,,
0,,
le,,
cher,,
homme,,
0,,
qui,,
aura,,
],,
"
",,
quatre-vingts,,
ans,,
h,,
Nol,MISC,
proehain,,
.,,
Pour,,
moi,,
0,,
je,,
],,
"
",,
nen,,
bois,,
gubre,,
que,,
lorsue,,
j',,
ai,,
du,,
monde,,
0,,
comme,,
"
",,
aujourdhui,,
.,,
s,,
"
",,
Lon,,
se,,
mit,,
a,,
taible,,
et,,
l',,
on,,
mangea,,
les,,
pommes,,
"
",,
de,,
terre,,
0,,
qui,,
etaient,,
excellentes,,
.,,
Mattre,PER,
Guillaume,PER,
0,,
"
",,
memplissant,,
son,,
vee,,
jusquaux,,
hords,,
0,,
se,,
leva,,
.,,
],,
"
",,
0ta,,
son,,
clapeau,,
et,,
dit,,
:,,
"
",,
a,,
le,,
bhois,,
a,,
la,,
sant6,,
d,,
las,PER,
mre,PER,
Nannett,PER,
0,,
quia,,
],,
"
",,
compassian,,
du,,
pauvre,,
mondel,,
xENFANC,,
D,,
JBAMNR,PER,
.,,
"
",,
Quand,,
on,,
eut,,
fini,,
0,,
la,PER,
mre,PER,
Nannette,PER,
tira,,
un,,
bn,,
"
",,
saau,,
d',,
eau,,
frtehe,,
pour,,
faire,,
hoir,,
l',,
ane,,
de,,
maitre,PER,
"
",,
Guillaume,PER,
.,,
Il,,
l',,
attela,,
et,,
s',,
en,,
retourna,,
chea,,
lui,,
.,,
"
",,
Ctherine,PER,
va,,
h,,
la,,
porte,,
de,,
.,,
le,,
oure,,
.,,
"
",,
Aprbs,,
lo,,
d6part,,
de,,
mattra,PER,
Guillaume,PER,
0,,
Catherine,PER,
"
",,
prit,,
ea,,
flllo,,
pur,,
lu,,
main,,
et,,
lui,,
donna,,
ason,,
bissae,,
;,,
"
",,
olles,,
firent,,
une,,
tourn6o,,
dans,,
le,,
bourg,,
et,,
dans,,
les,,
"
",,
metairies,,
des,,
aenvirons,,
.,,
En,,
passant,,
0,,
elles,,
earretb-,,
"
",,
rent,,
devant,,
la,,
porte,,
do,,
M.,PER,
le,PER,
eure,PER,
0,,
qui,,
les,,
fit,,
entrer,,
.,,
"
",,
a,,
Ma,,
honne,,
femme,,
0,,
dit,,
-il,,
h,,
Catherine,PER,
0,,
pour-,,
"
",,
quoi,,
ne,,
plaee,,
-vous,,
puas,,
cette,,
enfant,,
chez,,
quelque,,
"
",,
cultivateur,,
qui,,
l',,
enverruit,,
aux,,
champs,,
gurder,,
les,,
"
",,
bestiaux,,
Rlle,,
yserait,,
plus,,
heureuse,,
qu',,
elle,,
ne,,
peut,,
"
",,
ltre,,
avee,,
vous,,
0,,
et,,
elle,,
ne,,
saceoutumerait,,
pus,,
a,,
"
",,
mendier,,
.,,
Prenes,,
gardel,,
vous,,
en,,
ferez,,
une,,
fai-,,
"
",,
n6ante,,
.,,
"
",,
0,,
Nonsieur,PER,
le,PER,
eur6,PER,
0,,
il,,
y,,
a,,
longtemps,,
que,,
jy,,
"
",,
ai,,
pense,,
0,,
et,,
je,,
vous,,
assure,,
que,,
cest,,
un,,
grand,,
cha-,,
"
",,
grin,,
pour,,
moi,,
que,,
de,,
la,,
voir,,
aller,,
aux,,
portes,,
:,,
il,,
"
",,
y,,
a,,
meme,,
des,,
jours,,
o,,
elle,,
ne,,
peut,,
sy,,
deoider,,
;,,
"
",,
mais,,
je,,
